0.940754,0.802067,0.797339,0.770054,0.733490,0.746681,0.757751,0.771158,0.773061,0.731845,0.709415,0.675340,0.644361,0.650578,0.628505,0.617524,0.601545,0.605596,0.611977,0.554292,0.535626,0.543278,0.495812,0.462322,0.470363,0.474013,0.488193,0.462540
0.826623,0.981431,0.944490,0.900734,0.837528,0.835557,0.819878,0.824457,0.805497,0.781695,0.752267,0.720509,0.692030,0.694716,0.664310,0.653920,0.633401,0.635586,0.636093,0.588415,0.575932,0.568994,0.521669,0.485983,0.492875,0.491490,0.510762,0.491139
0.815671,0.905781,0.980758,0.961547,0.911633,0.904325,0.907376,0.910637,0.898918,0.867832,0.835219,0.793317,0.758308,0.762453,0.733254,0.718710,0.698887,0.702792,0.704176,0.647557,0.630946,0.630100,0.574873,0.534042,0.542406,0.542152,0.563281,0.543403
0.806364,0.871964,0.960159,0.962637,0.921106,0.916285,0.923531,0.929323,0.921860,0.891393,0.860471,0.819108,0.784767,0.788692,0.759618,0.745694,0.726821,0.730562,0.731903,0.671968,0.654254,0.655428,0.599725,0.557366,0.565668,0.566430,0.587198,0.565896
0.731571,0.790561,0.849069,0.862241,0.929712,0.930267,0.917776,0.907507,0.898410,0.904231,0.872311,0.844518,0.823005,0.813672,0.780248,0.764920,0.751016,0.748142,0.739261,0.683381,0.670009,0.665998,0.615035,0.583385,0.591032,0.589049,0.609055,0.586731
0.730272,0.777125,0.827373,0.841820,0.911930,0.922216,0.914238,0.904298,0.896586,0.904326,0.878438,0.851720,0.832345,0.822305,0.792034,0.777710,0.763872,0.760610,0.750365,0.694155,0.678438,0.673751,0.622317,0.590821,0.597983,0.596235,0.615114,0.591398
0.758272,0.785639,0.852735,0.866687,0.916775,0.928727,0.940676,0.936799,0.935682,0.934079,0.911287,0.879823,0.855822,0.850495,0.823053,0.807517,0.793172,0.792656,0.785824,0.724005,0.703494,0.701306,0.644305,0.607035,0.614399,0.613311,0.632461,0.608329
0.761269,0.794933,0.860402,0.874637,0.915482,0.927737,0.937663,0.941564,0.937616,0.938509,0.920448,0.893384,0.871031,0.868342,0.840591,0.828003,0.811318,0.810727,0.802267,0.745029,0.725660,0.720132,0.663649,0.626103,0.633373,0.632958,0.652149,0.629360
0.762686,0.770260,0.844074,0.863030,0.899335,0.913263,0.934924,0.940333,0.947530,0.942683,0.929189,0.900116,0.874972,0.875410,0.850431,0.836952,0.823516,0.824831,0.820842,0.756203,0.733933,0.731931,0.671790,0.629308,0.637169,0.637082,0.656011,0.633620
0.713743,0.712364,0.784978,0.804550,0.854465,0.870602,0.892522,0.897611,0.905605,0.917066,0.918947,0.903755,0.884165,0.882453,0.864458,0.851308,0.840822,0.841267,0.834983,0.777837,0.753207,0.745387,0.687637,0.652098,0.658676,0.658315,0.674403,0.653324
0.682144,0.676818,0.744229,0.765867,0.813348,0.831366,0.850657,0.857057,0.865816,0.878411,0.885686,0.878670,0.864560,0.863093,0.850048,0.840293,0.831909,0.831809,0.825320,0.772379,0.747415,0.737381,0.682681,0.649853,0.656305,0.656216,0.670051,0.648540
0.694411,0.675684,0.743933,0.767686,0.808061,0.826660,0.848986,0.858065,0.870514,0.876976,0.883760,0.874976,0.858924,0.860640,0.847450,0.839046,0.831653,0.832529,0.828360,0.770898,0.746617,0.738807,0.682896,0.645537,0.652666,0.652498,0.666654,0.644055
0.714507,0.685662,0.758697,0.785687,0.816290,0.835167,0.864278,0.873792,0.890064,0.888182,0.890923,0.876312,0.857800,0.859426,0.845056,0.835344,0.828978,0.830970,0.830064,0.766867,0.742033,0.738445,0.681266,0.640795,0.648213,0.648732,0.663529,0.639547
0.720029,0.699634,0.769534,0.794712,0.826273,0.844741,0.871066,0.880018,0.892881,0.892742,0.896492,0.883375,0.865856,0.867116,0.850281,0.840320,0.832294,0.833590,0.831026,0.769829,0.746767,0.742355,0.686003,0.647625,0.655543,0.656930,0.672419,0.650386
0.709401,0.693724,0.761834,0.787441,0.817712,0.836608,0.857556,0.869227,0.880229,0.880840,0.883892,0.873795,0.858048,0.859044,0.841315,0.832609,0.824543,0.825980,0.825067,0.765258,0.743784,0.738007,0.683318,0.646623,0.654405,0.655739,0.671293,0.648768
0.692396,0.690745,0.755035,0.778784,0.811140,0.830637,0.841301,0.855478,0.860977,0.867832,0.870189,0.862927,0.850444,0.849988,0.829180,0.822186,0.812571,0.812921,0.808798,0.755228,0.739096,0.730253,0.680669,0.648417,0.655683,0.657395,0.673834,0.651388
0.693736,0.700398,0.762273,0.782603,0.809842,0.827533,0.834661,0.848569,0.851329,0.855413,0.855080,0.846297,0.832385,0.832286,0.809809,0.803143,0.792988,0.793764,0.792479,0.738818,0.724841,0.717911,0.670414,0.639051,0.646987,0.649342,0.665320,0.641857
0.699439,0.712881,0.774163,0.790090,0.816081,0.833339,0.838059,0.850512,0.852453,0.856342,0.855936,0.844840,0.829380,0.830570,0.806534,0.800098,0.789289,0.790163,0.788938,0.735693,0.723486,0.717962,0.669648,0.637170,0.645337,0.647202,0.664111,0.641856
0.706805,0.712288,0.771225,0.785508,0.805484,0.822350,0.827886,0.841361,0.843943,0.842769,0.841004,0.828662,0.811443,0.814363,0.791190,0.785219,0.774484,0.776050,0.777159,0.722843,0.710483,0.706730,0.659713,0.627640,0.636264,0.638453,0.654386,0.630564
0.699462,0.708348,0.769674,0.783955,0.804015,0.820136,0.825090,0.838520,0.839520,0.838704,0.836821,0.823963,0.806787,0.809417,0.785370,0.779453,0.768414,0.769919,0.769555,0.717446,0.706764,0.703033,0.657565,0.626110,0.634717,0.636896,0.653368,0.629108
0.687874,0.709879,0.768506,0.782771,0.804307,0.819852,0.823332,0.835442,0.834175,0.838753,0.837005,0.825037,0.808939,0.810909,0.786195,0.779906,0.768979,0.769999,0.767732,0.719109,0.709652,0.703679,0.658755,0.628245,0.636056,0.637881,0.655112,0.632508
0.674034,0.699642,0.755586,0.768286,0.792021,0.807422,0.807274,0.819498,0.817302,0.823715,0.820951,0.810384,0.795241,0.796328,0.770659,0.765094,0.754174,0.754950,0.752298,0.705323,0.696956,0.691367,0.647420,0.618342,0.626722,0.628641,0.645817,0.623865
