0.590532,0.468381,0.497311,0.504777,0.502201,0.507568,0.510100,0.516101,0.517065,0.513561,0.509446,0.508729,0.507572,0.494008,0.493520,0.485666,0.481794,0.473467,0.472373,0.475604,0.474799,0.474817,0.477608,0.477755,0.473691,0.464538,0.451042,0.445633,0.437469,0.433244,0.426464,0.419350,0.410890,0.407695,0.401365,0.399965,0.395369,0.386882,0.381498,0.389058
0.799917,0.838855,0.865413,0.874340,0.870897,0.868155,0.858399,0.844899,0.828154,0.813621,0.792075,0.775657,0.761568,0.736022,0.732363,0.729511,0.730523,0.723619,0.721252,0.719240,0.723730,0.726852,0.732082,0.734737,0.735211,0.730779,0.724441,0.717569,0.706592,0.701688,0.694777,0.684477,0.673345,0.670948,0.662145,0.657334,0.650655,0.639927,0.632421,0.635372
0.845625,0.733689,0.772648,0.801580,0.829634,0.852387,0.865891,0.869630,0.872161,0.871200,0.857237,0.840923,0.822090,0.806214,0.800148,0.792082,0.794830,0.781955,0.773596,0.766796,0.761894,0.759892,0.765497,0.764551,0.762033,0.751286,0.743029,0.734011,0.719650,0.715067,0.707894,0.695963,0.680701,0.678647,0.669342,0.663642,0.655114,0.639360,0.631549,0.633453
0.828540,0.787509,0.823691,0.847564,0.873243,0.891866,0.904730,0.909590,0.910003,0.906496,0.889787,0.872115,0.852942,0.831452,0.824562,0.818513,0.823427,0.813615,0.804386,0.797547,0.794411,0.791234,0.795184,0.792154,0.788263,0.776705,0.767117,0.757335,0.741887,0.736636,0.727746,0.715486,0.700473,0.698469,0.688795,0.682529,0.673668,0.658316,0.650373,0.653500
0.763197,0.724726,0.764582,0.791694,0.827603,0.859448,0.883419,0.895791,0.903234,0.903743,0.892931,0.873252,0.850876,0.828230,0.820401,0.814119,0.824231,0.814880,0.800493,0.789628,0.783695,0.780402,0.786231,0.783757,0.780801,0.770932,0.763735,0.752856,0.738948,0.735122,0.727396,0.715442,0.701688,0.700158,0.691201,0.685058,0.676378,0.661079,0.654627,0.657211
0.726701,0.666056,0.710200,0.739432,0.781564,0.819009,0.848745,0.869281,0.884147,0.887642,0.881644,0.863507,0.839290,0.817169,0.808966,0.801915,0.814367,0.807363,0.790861,0.780333,0.772707,0.767812,0.773279,0.769907,0.766388,0.755095,0.746528,0.734401,0.720260,0.717093,0.708792,0.697519,0.684468,0.682702,0.673842,0.668037,0.659538,0.644122,0.638679,0.640526
0.696621,0.629522,0.672202,0.702734,0.746994,0.787667,0.820793,0.845816,0.865876,0.872466,0.871593,0.855944,0.832858,0.814185,0.807232,0.800377,0.812799,0.805613,0.788011,0.776503,0.767172,0.761035,0.765645,0.761519,0.756957,0.744579,0.735061,0.722520,0.708474,0.705143,0.696897,0.685586,0.672662,0.670939,0.662205,0.656656,0.648215,0.632880,0.627513,0.630353
0.659377,0.588985,0.630942,0.661782,0.708045,0.751040,0.786766,0.816262,0.841091,0.850235,0.854060,0.840188,0.818700,0.804021,0.799205,0.792744,0.805435,0.798614,0.780007,0.767213,0.755510,0.748228,0.752074,0.746711,0.741249,0.727435,0.717618,0.704699,0.690409,0.687011,0.678652,0.667444,0.654696,0.652843,0.644283,0.639055,0.630592,0.615406,0.610285,0.613508
0.642849,0.560972,0.600972,0.630558,0.674211,0.716960,0.755577,0.789116,0.818501,0.830842,0.841395,0.833438,0.816676,0.807392,0.805774,0.797602,0.808074,0.800633,0.782755,0.769404,0.754872,0.745171,0.745517,0.737716,0.729902,0.712303,0.700190,0.687073,0.672315,0.668485,0.659787,0.649018,0.636118,0.633995,0.625562,0.621201,0.612578,0.597863,0.592422,0.597633
0.621380,0.531966,0.569468,0.598763,0.641703,0.684417,0.724832,0.760953,0.792531,0.807898,0.822450,0.820420,0.807314,0.800860,0.799682,0.791471,0.800274,0.790680,0.772696,0.758959,0.742864,0.733627,0.733324,0.725296,0.716965,0.698872,0.686364,0.674065,0.659673,0.656384,0.647952,0.637727,0.625108,0.623191,0.615169,0.611222,0.602786,0.588848,0.583254,0.589605
