0.300957,0.769171,0.827381,0.827056,0.815559,0.807051,0.778299,0.768789,0.717102,0.678480,0.621539,0.617966,0.593381,0.557832,0.538184,0.521813,0.510004,0.490996,0.477460,0.463302,0.460462,0.456844,0.458326,0.454048,0.449149,0.445628,0.445506,0.447528,0.446808,0.446149,0.443057,0.446777,0.453169,0.459383,0.465116,0.463031
0.251927,0.721859,0.781992,0.796777,0.795442,0.790106,0.760230,0.749769,0.692756,0.658712,0.587290,0.585081,0.559344,0.523472,0.502511,0.494257,0.485575,0.467864,0.457954,0.443718,0.439707,0.435575,0.438105,0.434982,0.431741,0.428248,0.426081,0.427575,0.424485,0.424007,0.422528,0.428294,0.433196,0.440052,0.447961,0.455093
0.256237,0.734999,0.806071,0.823934,0.826735,0.820199,0.793648,0.782890,0.729284,0.692920,0.618503,0.616592,0.591806,0.554653,0.534143,0.524060,0.514245,0.496670,0.486281,0.471448,0.467569,0.463826,0.466176,0.462749,0.459497,0.455454,0.454016,0.455416,0.452452,0.451513,0.449176,0.454820,0.459138,0.466188,0.473404,0.478548
0.253343,0.729332,0.819106,0.844221,0.852159,0.845083,0.813047,0.802012,0.746680,0.713027,0.629091,0.626932,0.602716,0.565033,0.545906,0.533129,0.521253,0.503858,0.492875,0.477483,0.473617,0.470235,0.472821,0.469075,0.466168,0.462454,0.462309,0.464186,0.462251,0.460947,0.457640,0.462933,0.467226,0.473923,0.480345,0.482369
0.248741,0.714945,0.804533,0.838125,0.855863,0.851513,0.821472,0.812143,0.758246,0.728112,0.638309,0.635873,0.611585,0.572097,0.553963,0.540635,0.529521,0.511123,0.499852,0.483060,0.479095,0.475853,0.477571,0.472346,0.469804,0.464879,0.464733,0.466625,0.464992,0.463391,0.459656,0.464947,0.468841,0.474696,0.480455,0.484208
0.238639,0.684969,0.781089,0.823987,0.847707,0.843441,0.822677,0.814187,0.778842,0.744069,0.648417,0.644557,0.620326,0.579437,0.559596,0.546555,0.534373,0.517480,0.508004,0.489817,0.485750,0.482574,0.484402,0.479229,0.477376,0.471299,0.471088,0.473069,0.469253,0.468248,0.463968,0.469165,0.471531,0.477769,0.482511,0.485777
0.237558,0.692728,0.784714,0.831384,0.859494,0.858190,0.837319,0.828411,0.785791,0.753081,0.648468,0.646262,0.620743,0.577275,0.555527,0.544279,0.533396,0.516058,0.506032,0.487136,0.482018,0.478020,0.480650,0.475905,0.474368,0.468411,0.466958,0.469007,0.464253,0.463811,0.460473,0.466411,0.469254,0.476197,0.482198,0.488902
0.239830,0.666291,0.786996,0.835846,0.875102,0.874051,0.864917,0.857456,0.828753,0.800973,0.696523,0.697329,0.674071,0.634912,0.613343,0.602884,0.587964,0.570358,0.560765,0.541366,0.535510,0.531444,0.532732,0.527426,0.526306,0.520128,0.518775,0.520470,0.514877,0.514668,0.509998,0.515322,0.518142,0.524043,0.528264,0.530230
0.232834,0.639337,0.763743,0.813180,0.860005,0.862444,0.852168,0.846835,0.821822,0.798138,0.697392,0.698246,0.677354,0.638282,0.617870,0.606439,0.589397,0.571718,0.561535,0.541247,0.534970,0.530854,0.531277,0.525334,0.523932,0.518047,0.516668,0.518536,0.513462,0.512976,0.508047,0.513175,0.516296,0.521635,0.525525,0.526685
0.231309,0.633913,0.754435,0.803916,0.852774,0.855937,0.850693,0.845743,0.823088,0.805673,0.703214,0.705872,0.686201,0.645031,0.623616,0.614471,0.598274,0.580734,0.571126,0.550108,0.543077,0.538544,0.539420,0.533327,0.531948,0.525888,0.523827,0.525370,0.518808,0.518706,0.514126,0.519313,0.522609,0.528158,0.532590,0.534176
