1.000000,0.971091,0.905996,0.786743,0.746828,0.683376,0.640532,0.563018,0.553554,0.554262,0.550872,0.541851,0.516128,0.487635,0.478216,0.479484
0.971091,1.000000,0.954674,0.841502,0.808740,0.743152,0.702398,0.619154,0.609751,0.613940,0.612581,0.604517,0.576196,0.546314,0.534596,0.536387
0.905996,0.954674,1.000000,0.927450,0.902011,0.836307,0.795398,0.706588,0.696896,0.696720,0.695735,0.692032,0.664800,0.635341,0.623323,0.623952
0.786743,0.841502,0.927450,1.000000,0.985405,0.942702,0.907452,0.833500,0.817932,0.806519,0.800531,0.794136,0.763709,0.729302,0.711527,0.713444
0.746828,0.808740,0.902011,0.985405,1.000000,0.961844,0.932529,0.856259,0.843861,0.831379,0.826590,0.821710,0.788885,0.751339,0.732206,0.732360
0.683376,0.743152,0.836307,0.942702,0.961844,1.000000,0.981126,0.923829,0.908476,0.891732,0.878073,0.855566,0.816241,0.779197,0.757793,0.754960
0.640532,0.702398,0.795398,0.907452,0.932529,0.981126,1.000000,0.952150,0.941686,0.922929,0.908242,0.878576,0.835870,0.799034,0.776651,0.771210
0.563018,0.619154,0.706588,0.833500,0.856259,0.923829,0.952150,1.000000,0.985286,0.961693,0.933271,0.881019,0.832002,0.795332,0.771290,0.764754
0.553554,0.609751,0.696896,0.817932,0.843860,0.908476,0.941686,0.985286,1.000000,0.978295,0.956185,0.907366,0.860786,0.825273,0.801599,0.792974
0.554262,0.613940,0.696720,0.806519,0.831379,0.891732,0.922929,0.961693,0.978295,1.000000,0.982088,0.937499,0.893563,0.859972,0.836923,0.828302
0.550872,0.612581,0.695735,0.800531,0.826590,0.878073,0.908242,0.933271,0.956185,0.982088,1.000000,0.970917,0.934778,0.904266,0.881872,0.870077
0.541851,0.604517,0.692032,0.794136,0.821710,0.855566,0.878576,0.881019,0.907366,0.937499,0.970917,1.000000,0.979977,0.955001,0.935392,0.924060
0.516128,0.576196,0.664800,0.763709,0.788885,0.816241,0.835870,0.832002,0.860786,0.893563,0.934778,0.979977,1.000000,0.984439,0.968775,0.956919
0.487635,0.546314,0.635341,0.729302,0.751339,0.779197,0.799034,0.795331,0.825273,0.859972,0.904266,0.955001,0.984439,1.000000,0.989418,0.974898
0.478216,0.534596,0.623323,0.711527,0.732206,0.757793,0.776651,0.771290,0.801599,0.836923,0.881872,0.935392,0.968775,0.989418,1.000000,0.986877
0.479484,0.536387,0.623952,0.713444,0.732360,0.754960,0.771210,0.764754,0.792974,0.828302,0.870077,0.924060,0.956919,0.974898,0.986877,1.000000
