0.547309,0.619702,0.689113,0.692288,0.699955,0.653671,0.627105,0.563446,0.565665,0.575028,0.577384,0.590424,0.584477,0.551834,0.541256,0.550452
0.572188,0.649943,0.718525,0.730040,0.740961,0.699774,0.671592,0.608019,0.604820,0.611206,0.610765,0.618683,0.611159,0.575856,0.564035,0.572687
0.558745,0.641924,0.715441,0.724636,0.737116,0.690954,0.661895,0.595907,0.593491,0.600445,0.602235,0.613294,0.607360,0.576856,0.565644,0.575024
0.671578,0.760510,0.822594,0.824453,0.829573,0.781372,0.752964,0.680745,0.672256,0.672970,0.672873,0.675829,0.655770,0.623309,0.610616,0.615698
0.704406,0.786121,0.849961,0.856482,0.862165,0.814820,0.784638,0.712699,0.702579,0.699864,0.698006,0.700094,0.677496,0.643609,0.631030,0.634539
0.707926,0.782592,0.851151,0.868167,0.875461,0.825820,0.791887,0.719293,0.706452,0.701566,0.699796,0.705075,0.684190,0.649168,0.636621,0.640609
0.721058,0.801438,0.861984,0.863815,0.864760,0.812175,0.777192,0.702263,0.688281,0.686080,0.686961,0.693514,0.670090,0.639271,0.626415,0.629548
0.689656,0.778047,0.835831,0.828147,0.827219,0.770519,0.736424,0.662965,0.652220,0.657830,0.662225,0.673729,0.654334,0.625831,0.613860,0.618866
0.671342,0.757409,0.826769,0.819178,0.819344,0.758928,0.723982,0.651525,0.643031,0.651666,0.657024,0.673705,0.658318,0.631694,0.621212,0.627329
0.657260,0.739612,0.817156,0.818363,0.821299,0.763227,0.728283,0.658433,0.650021,0.656413,0.659966,0.676127,0.660860,0.632252,0.621252,0.626818
0.627355,0.710500,0.794895,0.799724,0.804326,0.749503,0.717147,0.651082,0.643183,0.648806,0.652918,0.668752,0.653491,0.624943,0.613350,0.617284
0.622391,0.697548,0.783567,0.806108,0.812448,0.762925,0.730575,0.668447,0.662138,0.667419,0.669889,0.685705,0.673051,0.642208,0.630358,0.636210
0.597881,0.667966,0.751253,0.780555,0.787417,0.743957,0.712136,0.653394,0.647312,0.654234,0.658079,0.676485,0.664747,0.635147,0.623156,0.628325
0.588917,0.659044,0.745246,0.790376,0.801505,0.768849,0.741206,0.689663,0.680704,0.684741,0.685386,0.696687,0.680120,0.648055,0.632863,0.635456
0.573805,0.644088,0.729807,0.777980,0.794582,0.764168,0.737966,0.690193,0.680206,0.680629,0.680374,0.691704,0.673484,0.640882,0.625516,0.626177
0.559504,0.633826,0.720401,0.782750,0.802869,0.788534,0.770566,0.737228,0.725468,0.724446,0.717899,0.718179,0.692608,0.659154,0.643135,0.642741
0.525041,0.597926,0.684361,0.755287,0.776398,0.769276,0.753379,0.730895,0.719824,0.719725,0.713593,0.715387,0.692653,0.660942,0.645385,0.646020
0.515336,0.585174,0.671256,0.743701,0.766165,0.763640,0.749791,0.732053,0.721878,0.721769,0.714136,0.713808,0.690488,0.658784,0.643290,0.644165
0.486850,0.553635,0.639370,0.720980,0.742847,0.747106,0.735921,0.728763,0.719785,0.721273,0.712376,0.710223,0.687946,0.658806,0.644043,0.645581
0.501194,0.569647,0.656294,0.733426,0.755618,0.756835,0.745418,0.733296,0.724749,0.727116,0.718685,0.717843,0.695802,0.666555,0.652315,0.654040
0.477677,0.542668,0.627558,0.707076,0.727512,0.730277,0.719584,0.713461,0.704991,0.709058,0.700366,0.699290,0.678791,0.651276,0.637752,0.639207
0.478741,0.546480,0.628467,0.698578,0.719125,0.720037,0.709591,0.701988,0.697649,0.708504,0.703614,0.709350,0.691450,0.666125,0.654345,0.658799
0.462661,0.533576,0.611742,0.672476,0.691723,0.690390,0.680437,0.670731,0.669930,0.688296,0.688629,0.701641,0.687355,0.666030,0.655194,0.663007
0.466611,0.535183,0.612682,0.669413,0.689657,0.684721,0.673033,0.659362,0.658987,0.676629,0.677023,0.691230,0.677133,0.654842,0.644347,0.651696
0.473457,0.534977,0.615590,0.676544,0.696694,0.689319,0.674208,0.657129,0.654172,0.666771,0.664742,0.679742,0.664483,0.640462,0.629520,0.635979
0.454485,0.514502,0.593150,0.654396,0.673225,0.667838,0.653368,0.638407,0.636309,0.649950,0.647884,0.662216,0.648005,0.625029,0.614379,0.620960
0.439414,0.496415,0.577346,0.645830,0.663097,0.657469,0.643067,0.628153,0.624676,0.633734,0.630873,0.642264,0.627530,0.604519,0.593321,0.598203
0.458030,0.514013,0.593419,0.660333,0.678880,0.670664,0.652936,0.634067,0.627732,0.632949,0.628365,0.638547,0.620994,0.595502,0.583478,0.587920
0.459016,0.514198,0.589107,0.646112,0.665447,0.653490,0.634660,0.612358,0.606460,0.611583,0.607707,0.618497,0.601950,0.575607,0.563785,0.566616
0.469786,0.515034,0.593536,0.655303,0.673412,0.657053,0.633811,0.607062,0.596583,0.591593,0.584147,0.591334,0.572978,0.544756,0.532772,0.533617
0.478798,0.528115,0.603803,0.658813,0.678919,0.659904,0.636542,0.606426,0.596682,0.593949,0.587429,0.596515,0.578066,0.549441,0.537798,0.540140
0.493299,0.547619,0.622951,0.673760,0.695424,0.673736,0.650415,0.615898,0.605521,0.602716,0.597109,0.606539,0.587145,0.557807,0.546254,0.548331
0.479963,0.527622,0.599103,0.645247,0.666002,0.644922,0.620806,0.588038,0.577628,0.574712,0.568653,0.577805,0.559419,0.531297,0.520717,0.522513
0.432371,0.469132,0.533022,0.575825,0.592785,0.576821,0.555472,0.529959,0.522134,0.521047,0.514683,0.523709,0.508449,0.484106,0.475117,0.476673
0.427587,0.460009,0.516270,0.546946,0.566871,0.547325,0.525145,0.498743,0.492680,0.492402,0.486816,0.499207,0.484027,0.459353,0.451614,0.454038
0.417911,0.455141,0.514575,0.555153,0.572650,0.556260,0.535984,0.513469,0.506954,0.506640,0.500816,0.510874,0.496838,0.472997,0.464977,0.467472
