0.587499,0.508781,0.355597,0.337779,0.316045,0.296033,0.225253,0.127560,0.068771,0.058975,0.052016,0.070086,0.037632,0.032374,0.035541,0.045695,0.047457,0.062955,0.062860,0.077661,0.085565,0.086181,0.095823,0.094922,0.113783,0.116042,0.125190,0.131128,0.126084,0.133205,0.113137,0.148551,0.156010,0.061134
0.745592,0.699538,0.544862,0.521628,0.496304,0.468829,0.346298,0.199248,0.107800,0.092578,0.078551,0.100053,0.056953,0.047102,0.048835,0.060645,0.065870,0.086218,0.087335,0.110603,0.120608,0.122336,0.135277,0.136946,0.162728,0.165833,0.179712,0.187735,0.181576,0.191330,0.160901,0.210808,0.219869,0.094226
0.746864,0.783485,0.686161,0.672707,0.635527,0.607737,0.425649,0.244861,0.139757,0.129709,0.095973,0.115506,0.065318,0.054193,0.059418,0.062988,0.067916,0.086763,0.086973,0.113429,0.120023,0.121897,0.137749,0.137868,0.161299,0.164490,0.179856,0.187115,0.183330,0.191949,0.160183,0.213520,0.223583,0.097083
0.749524,0.799320,0.684380,0.676399,0.637725,0.609846,0.432504,0.250444,0.142216,0.131193,0.096056,0.124494,0.069215,0.058847,0.057425,0.062262,0.068150,0.088947,0.089261,0.116575,0.121963,0.123579,0.140306,0.140640,0.164792,0.167919,0.183633,0.191225,0.187981,0.196332,0.164037,0.218591,0.228924,0.101079
0.683121,0.761418,0.625701,0.628796,0.594851,0.568262,0.407834,0.239369,0.144489,0.132817,0.096091,0.126908,0.069647,0.059982,0.056970,0.060091,0.065506,0.085078,0.084138,0.109846,0.113873,0.115346,0.131834,0.132000,0.155566,0.158775,0.174175,0.181125,0.178911,0.186140,0.156313,0.207803,0.219465,0.099906
0.659768,0.755921,0.597085,0.604278,0.585187,0.548538,0.398030,0.240762,0.156307,0.141291,0.100199,0.129329,0.071317,0.060914,0.061114,0.063089,0.068164,0.089923,0.087630,0.113325,0.116585,0.117742,0.134519,0.134971,0.159053,0.162215,0.177665,0.185777,0.183691,0.191151,0.159878,0.212827,0.227684,0.103546
0.645345,0.757875,0.577095,0.584881,0.577539,0.532893,0.385234,0.239042,0.159166,0.143205,0.100575,0.130185,0.071117,0.059907,0.063292,0.064442,0.069431,0.090594,0.087973,0.113072,0.116138,0.117303,0.133522,0.134299,0.158470,0.161705,0.176843,0.185463,0.183295,0.191029,0.159478,0.212397,0.228962,0.103067
0.621895,0.750142,0.547002,0.559637,0.553567,0.513473,0.377216,0.242883,0.169738,0.149651,0.106106,0.137257,0.075425,0.062905,0.068468,0.069659,0.075318,0.097401,0.093498,0.118731,0.122525,0.123462,0.140858,0.141182,0.166819,0.169879,0.184890,0.195369,0.193017,0.201684,0.168058,0.222103,0.239730,0.106724
0.587630,0.721182,0.499911,0.517702,0.513557,0.476762,0.355940,0.233134,0.172273,0.150874,0.105298,0.143738,0.079363,0.066952,0.068370,0.071588,0.077517,0.098683,0.094812,0.119229,0.122982,0.124015,0.141670,0.141283,0.166522,0.169260,0.183530,0.195106,0.192917,0.201715,0.168477,0.221766,0.239243,0.104996
0.559341,0.700712,0.481878,0.505237,0.500622,0.472214,0.363244,0.246203,0.192392,0.164562,0.115914,0.150782,0.085538,0.071357,0.074291,0.078537,0.085760,0.106478,0.102491,0.127397,0.131677,0.132893,0.152539,0.152281,0.178790,0.181845,0.196371,0.209192,0.206463,0.216192,0.181884,0.235298,0.252933,0.110478
0.556586,0.698775,0.475484,0.499735,0.494388,0.467837,0.362239,0.247162,0.193791,0.165060,0.116811,0.152482,0.086029,0.071933,0.075485,0.080263,0.087154,0.107819,0.104179,0.129181,0.133409,0.134525,0.154230,0.154432,0.181304,0.184534,0.199276,0.212418,0.209505,0.219529,0.184827,0.238855,0.256965,0.111020
0.549672,0.691359,0.463658,0.489699,0.483090,0.458721,0.357044,0.246019,0.196683,0.166105,0.118303,0.153552,0.086402,0.072281,0.075692,0.081649,0.088112,0.107796,0.104675,0.129585,0.133537,0.134631,0.153833,0.154246,0.180840,0.184000,0.198709,0.212045,0.209229,0.219209,0.184817,0.238991,0.257531,0.110377
0.535684,0.680800,0.453259,0.481301,0.472374,0.451977,0.351153,0.246178,0.202772,0.171561,0.120150,0.156293,0.087641,0.074228,0.077291,0.081867,0.087405,0.106935,0.103753,0.127572,0.130929,0.131836,0.150869,0.150894,0.176617,0.179417,0.193710,0.207081,0.204620,0.214440,0.180839,0.234834,0.252874,0.106412
