0.497555,0.139149,0.138382,0.132801,0.138366,0.199431,0.208494,0.222509,0.235659,0.217221,0.213565,0.215890,0.213209,0.216230,0.213305,0.212720,0.212840,0.208202,0.210601,0.212278,0.217202,0.222813,0.223725,0.313159,0.451833,0.450286,0.440077,0.410094,0.379316,0.308701,0.247430,0.166967
0.582529,0.175256,0.174045,0.210685,0.217303,0.298683,0.311499,0.334870,0.322563,0.279045,0.274573,0.274242,0.269228,0.270428,0.266951,0.266205,0.265813,0.261248,0.304361,0.306523,0.311635,0.312776,0.314509,0.403933,0.513654,0.492221,0.462020,0.429505,0.394816,0.322867,0.264457,0.183127
0.450009,0.110025,0.109139,0.126448,0.132984,0.177644,0.183222,0.193698,0.172166,0.136990,0.135032,0.132019,0.129124,0.128529,0.126913,0.126548,0.125682,0.124929,0.165213,0.165922,0.168381,0.172733,0.173817,0.230754,0.322663,0.306141,0.287301,0.270977,0.253987,0.209188,0.176655,0.121274
0.460667,0.119568,0.118503,0.134674,0.141596,0.190670,0.197667,0.211295,0.184869,0.147110,0.145241,0.142211,0.138953,0.137955,0.136340,0.135901,0.135131,0.134114,0.180088,0.180691,0.182701,0.185819,0.187191,0.241774,0.323601,0.304173,0.283392,0.267394,0.250110,0.206295,0.174904,0.118880
0.435178,0.117006,0.116024,0.169189,0.175692,0.220129,0.227411,0.239947,0.205959,0.162893,0.160786,0.158257,0.154135,0.156224,0.152244,0.152071,0.152595,0.150815,0.216368,0.216799,0.219480,0.222629,0.224563,0.278405,0.333736,0.301789,0.277225,0.259781,0.241168,0.196530,0.166245,0.115524
0.413899,0.113282,0.112341,0.122341,0.129083,0.174036,0.180278,0.191673,0.170346,0.137277,0.135558,0.133132,0.130344,0.129182,0.127756,0.127346,0.126442,0.125920,0.164804,0.165620,0.167894,0.170793,0.172069,0.224055,0.307186,0.289218,0.268003,0.251156,0.232685,0.189647,0.160881,0.112945
0.294863,0.071482,0.070966,0.083423,0.089384,0.123410,0.127675,0.135470,0.122560,0.098740,0.097071,0.094942,0.092982,0.092902,0.091769,0.091403,0.090587,0.089877,0.120626,0.120869,0.125232,0.126878,0.127414,0.174228,0.267734,0.254598,0.238842,0.235376,0.224869,0.191185,0.162050,0.116136
0.200247,0.049335,0.048796,0.090127,0.094646,0.121091,0.124565,0.130570,0.118585,0.099564,0.098458,0.096633,0.094707,0.093555,0.092646,0.092667,0.091841,0.092067,0.119256,0.119916,0.123097,0.123496,0.123884,0.150488,0.184541,0.164209,0.146835,0.138324,0.127838,0.107595,0.097344,0.073538
0.146050,0.043139,0.042673,0.081091,0.084896,0.100987,0.103328,0.105844,0.095400,0.085617,0.085293,0.084562,0.082927,0.080974,0.079844,0.080094,0.079563,0.080478,0.105013,0.105489,0.107142,0.107377,0.107596,0.122143,0.145186,0.124630,0.108689,0.102041,0.101163,0.086169,0.086153,0.076427
0.110623,0.032392,0.032133,0.059491,0.062229,0.075497,0.078330,0.081763,0.073323,0.067846,0.067628,0.067739,0.066653,0.065862,0.065284,0.065292,0.064748,0.065568,0.080997,0.081281,0.083396,0.084057,0.084322,0.095449,0.108863,0.094233,0.080729,0.077025,0.072558,0.058393,0.052277,0.038896
0.114298,0.032353,0.032154,0.046576,0.049167,0.059842,0.061380,0.063538,0.059346,0.054219,0.054109,0.053545,0.052356,0.051398,0.050652,0.050841,0.050630,0.050921,0.063384,0.063191,0.065452,0.065145,0.065359,0.077673,0.094698,0.083430,0.074654,0.071158,0.074222,0.061984,0.060268,0.045381
0.086544,0.035272,0.035111,0.028037,0.029236,0.043046,0.045748,0.052405,0.052131,0.043212,0.042380,0.041630,0.040970,0.041019,0.040773,0.040551,0.040464,0.039834,0.045782,0.046944,0.048525,0.048449,0.048756,0.063191,0.107335,0.102594,0.097584,0.093450,0.088207,0.068939,0.055056,0.041742
0.049101,0.015183,0.015067,0.019895,0.021094,0.028377,0.029718,0.032575,0.032169,0.026627,0.026122,0.025762,0.025302,0.025363,0.025020,0.024883,0.024782,0.024628,0.030344,0.030685,0.031881,0.031809,0.032067,0.044390,0.065528,0.062300,0.057399,0.055587,0.052832,0.044475,0.036995,0.031033
0.042561,0.008573,0.008507,0.014585,0.015618,0.021657,0.022646,0.024211,0.025302,0.021895,0.021633,0.021407,0.021123,0.020643,0.020618,0.020536,0.020369,0.020351,0.022643,0.022632,0.023369,0.023501,0.023746,0.032493,0.048977,0.046823,0.042694,0.041109,0.037210,0.030908,0.024859,0.018857
0.046614,0.011206,0.011097,0.041264,0.042163,0.048081,0.049557,0.049834,0.041291,0.035726,0.035593,0.035213,0.034341,0.034742,0.033964,0.034043,0.033887,0.034291,0.050811,0.050470,0.052035,0.051551,0.051821,0.056308,0.059034,0.050330,0.043904,0.042583,0.037566,0.033200,0.029989,0.026045
0.052776,0.012923,0.012787,0.035415,0.036510,0.043969,0.045395,0.045971,0.042666,0.038543,0.038294,0.037942,0.037128,0.037977,0.037281,0.037223,0.037135,0.037363,0.049255,0.049214,0.051828,0.051199,0.051468,0.060808,0.072978,0.065314,0.059606,0.056931,0.051779,0.044112,0.037919,0.030452
0.057126,0.013504,0.013362,0.031457,0.032948,0.042030,0.043429,0.044628,0.042295,0.037086,0.036688,0.036088,0.035382,0.035895,0.035248,0.035192,0.035107,0.035112,0.046107,0.046267,0.048597,0.048055,0.048391,0.061148,0.082181,0.075953,0.072862,0.071292,0.069961,0.064142,0.058032,0.050819
0.075683,0.016705,0.016479,0.033651,0.035669,0.045668,0.047142,0.048758,0.044769,0.038266,0.037646,0.037325,0.036618,0.037247,0.036621,0.036472,0.036250,0.036355,0.050117,0.050026,0.052337,0.052570,0.052830,0.070232,0.099436,0.094460,0.090012,0.088148,0.083355,0.071152,0.061543,0.046782
0.075244,0.016256,0.016016,0.030136,0.032195,0.042712,0.044365,0.046548,0.042818,0.036728,0.036140,0.035888,0.035188,0.035901,0.035336,0.035176,0.035019,0.034917,0.047819,0.047744,0.050092,0.050018,0.050301,0.067577,0.094755,0.090942,0.087088,0.084600,0.079811,0.067748,0.057807,0.043682
0.097875,0.021681,0.021377,0.036458,0.038883,0.051110,0.052988,0.055634,0.050553,0.042787,0.042076,0.041622,0.040865,0.041713,0.041034,0.040843,0.040676,0.040558,0.056073,0.056014,0.058786,0.059077,0.059449,0.080714,0.113963,0.109221,0.104535,0.101461,0.096124,0.081409,0.069244,0.052675
