0.552481,0.665837,0.672493,0.651308,0.591550,0.580414,0.586508,0.598928,0.593236,0.604090,0.593077,0.585383,0.574484,0.570601,0.550916,0.551512,0.554186,0.546380,0.545033,0.538963,0.530806,0.520060,0.509390,0.505138,0.501168,0.491631,0.482020,0.481964,0.490791,0.461246,0.456963,0.460887,0.474873,0.481519,0.477740,0.477418,0.472131,0.472508,0.464614,0.462916,0.458005,0.457937,0.454194,0.445530,0.439661,0.429531,0.412149,0.423232,0.427728,0.415776,0.416518,0.418199,0.413287,0.416779,0.419455,0.410001,0.411028,0.408826,0.402263,0.410805,0.424535,0.429659,0.435249,0.435983,0.439505,0.440423,0.437622,0.429738,0.429186,0.426871,0.418092,0.414759,0.413649,0.409959,0.400778,0.393112,0.370291,0.345764,0.338801,0.328190
0.600639,0.772282,0.781876,0.802896,0.760640,0.748956,0.749640,0.750868,0.741639,0.746331,0.739887,0.735703,0.724453,0.723421,0.707946,0.711280,0.712796,0.707308,0.702864,0.697835,0.690282,0.681474,0.669233,0.658472,0.642612,0.631045,0.604867,0.602515,0.605920,0.594121,0.590971,0.591660,0.601173,0.602783,0.595029,0.594450,0.589502,0.586719,0.578812,0.575120,0.569547,0.570201,0.563964,0.555525,0.548526,0.538545,0.520295,0.528067,0.531377,0.517499,0.510837,0.513314,0.508116,0.510546,0.507379,0.497992,0.493476,0.491740,0.485495,0.494687,0.505370,0.509911,0.513119,0.510649,0.511265,0.512499,0.510755,0.503234,0.501992,0.498559,0.489977,0.484002,0.480059,0.475711,0.467558,0.462157,0.442844,0.418684,0.412593,0.403648
0.402306,0.578838,0.623914,0.690209,0.606545,0.580704,0.569382,0.556277,0.546867,0.564115,0.553653,0.545536,0.535856,0.528876,0.511921,0.510122,0.508021,0.497824,0.488869,0.482079,0.472482,0.475070,0.461768,0.455205,0.447017,0.439914,0.420688,0.418529,0.421413,0.390916,0.377842,0.378380,0.390546,0.394471,0.387413,0.384645,0.379077,0.377707,0.369880,0.366804,0.361737,0.360937,0.356003,0.347804,0.345451,0.335647,0.322231,0.326185,0.326053,0.311667,0.308911,0.309527,0.306650,0.308842,0.304790,0.299683,0.299898,0.297155,0.293557,0.300639,0.313105,0.314942,0.319063,0.319763,0.322487,0.324407,0.322604,0.315937,0.315024,0.313453,0.306277,0.302908,0.300028,0.296520,0.292249,0.287981,0.272065,0.253746,0.246070,0.234542
0.402842,0.577382,0.624510,0.693914,0.614260,0.591201,0.579613,0.566886,0.557244,0.573314,0.565688,0.558944,0.550883,0.545047,0.530869,0.530746,0.527714,0.518272,0.509018,0.503703,0.495032,0.500003,0.488121,0.480714,0.470272,0.463118,0.441090,0.438232,0.440372,0.408876,0.395672,0.395955,0.409680,0.412454,0.404269,0.401778,0.396131,0.393569,0.385829,0.382237,0.375944,0.374830,0.369948,0.362226,0.358655,0.348832,0.334841,0.338067,0.337124,0.322227,0.318344,0.319290,0.316295,0.317430,0.313506,0.307115,0.306460,0.303695,0.299798,0.305771,0.317365,0.318987,0.322252,0.322355,0.324956,0.327082,0.325268,0.318532,0.317248,0.315434,0.308563,0.304720,0.301430,0.297784,0.293609,0.289114,0.273418,0.254855,0.248178,0.239116
0.388171,0.537516,0.584279,0.645604,0.587931,0.575725,0.570651,0.558197,0.548921,0.564625,0.557971,0.552125,0.546127,0.538460,0.526778,0.526981,0.524531,0.515973,0.508217,0.502148,0.494280,0.499601,0.488238,0.479874,0.472179,0.466719,0.443623,0.442268,0.444731,0.414272,0.400050,0.400753,0.411715,0.413668,0.404202,0.401846,0.395498,0.393843,0.387037,0.384280,0.379146,0.376999,0.371832,0.365445,0.364568,0.358329,0.351313,0.351962,0.349750,0.334670,0.328967,0.330366,0.329272,0.332525,0.324287,0.320612,0.317921,0.314622,0.310807,0.316906,0.327207,0.327742,0.329028,0.328703,0.330433,0.331213,0.328670,0.321449,0.320260,0.318480,0.311595,0.306976,0.302752,0.298935,0.294617,0.292359,0.278601,0.261373,0.252137,0.236706
0.358282,0.522477,0.565676,0.626328,0.558408,0.539624,0.529504,0.514747,0.506603,0.522353,0.517368,0.512486,0.507082,0.502631,0.491920,0.493479,0.490445,0.481881,0.473758,0.469287,0.463099,0.470754,0.460453,0.455352,0.448494,0.442635,0.420227,0.417651,0.417446,0.386349,0.373088,0.373085,0.383080,0.385760,0.377489,0.374801,0.369400,0.367387,0.359480,0.356054,0.350959,0.350147,0.346143,0.338995,0.336013,0.326853,0.314736,0.317602,0.316275,0.302266,0.298534,0.299244,0.296637,0.297358,0.292670,0.287023,0.286650,0.284222,0.280976,0.286879,0.298142,0.298870,0.302107,0.302294,0.305000,0.307267,0.305920,0.299465,0.298316,0.296763,0.290784,0.286857,0.283671,0.279858,0.276155,0.271761,0.256768,0.239802,0.233869,0.224625
0.267143,0.366298,0.391068,0.423154,0.390314,0.380862,0.378363,0.373129,0.367525,0.377446,0.376343,0.375773,0.376942,0.376549,0.370514,0.375175,0.374948,0.372930,0.366882,0.361988,0.356318,0.355289,0.345746,0.344854,0.341481,0.336849,0.320266,0.319369,0.325242,0.305015,0.297120,0.300696,0.307319,0.313401,0.309294,0.308297,0.303880,0.303965,0.298805,0.296563,0.292473,0.293087,0.291361,0.286558,0.282561,0.275496,0.268097,0.271025,0.268060,0.255689,0.253405,0.252134,0.249894,0.249943,0.248256,0.243743,0.245484,0.245847,0.245818,0.255657,0.268247,0.272303,0.274777,0.273086,0.272517,0.274456,0.274074,0.268993,0.269076,0.268545,0.263132,0.260910,0.258507,0.255798,0.254389,0.251134,0.238522,0.223142,0.219168,0.213348
0.195913,0.245633,0.248639,0.259504,0.245685,0.244994,0.243865,0.242160,0.240002,0.242912,0.243025,0.244737,0.245153,0.246048,0.245133,0.252165,0.251344,0.249893,0.247056,0.245265,0.245121,0.250735,0.247355,0.247876,0.251643,0.249625,0.233765,0.232169,0.233338,0.218407,0.212226,0.214344,0.217174,0.221182,0.217740,0.217165,0.214629,0.214925,0.210583,0.208398,0.205562,0.204406,0.202827,0.199871,0.197907,0.192760,0.189219,0.190660,0.188357,0.181074,0.179534,0.179962,0.178002,0.178483,0.176052,0.173655,0.176388,0.176549,0.175280,0.178371,0.186304,0.185915,0.186408,0.185036,0.185297,0.186512,0.185414,0.180865,0.179695,0.178591,0.174618,0.171739,0.168776,0.165383,0.163380,0.160548,0.150633,0.140285,0.137273,0.131307
0.151766,0.181816,0.168988,0.170871,0.166246,0.166566,0.164832,0.162780,0.164854,0.165519,0.164849,0.167256,0.168117,0.168860,0.172349,0.176383,0.175820,0.175044,0.173856,0.175939,0.180240,0.190208,0.188546,0.185399,0.191879,0.188411,0.172314,0.170321,0.168464,0.156198,0.152655,0.154151,0.156808,0.158058,0.152315,0.149183,0.146652,0.148403,0.145506,0.145011,0.142080,0.141138,0.140547,0.139279,0.142036,0.141343,0.144003,0.146071,0.145086,0.142770,0.143167,0.142623,0.139795,0.139878,0.132355,0.134217,0.136380,0.136864,0.139550,0.141800,0.148520,0.147088,0.147008,0.144887,0.142239,0.141142,0.139767,0.136174,0.134068,0.132490,0.129106,0.125221,0.122507,0.119343,0.118258,0.116266,0.108514,0.101032,0.097505,0.091736
0.135320,0.177767,0.158857,0.162999,0.160532,0.160585,0.157673,0.155115,0.156098,0.156113,0.153462,0.154357,0.153144,0.152818,0.153790,0.158477,0.157292,0.154960,0.154012,0.155363,0.157771,0.167867,0.166218,0.164961,0.168553,0.166153,0.152417,0.151244,0.149122,0.136748,0.132772,0.133581,0.135311,0.135907,0.132166,0.129866,0.128096,0.127395,0.124075,0.122931,0.120559,0.119723,0.119208,0.117783,0.117866,0.115827,0.114711,0.116386,0.115470,0.113198,0.114418,0.114731,0.114430,0.113052,0.110606,0.109525,0.111296,0.110959,0.111434,0.112190,0.117354,0.118800,0.118653,0.117404,0.116444,0.116431,0.115915,0.112565,0.111325,0.109975,0.107314,0.104795,0.102752,0.100347,0.098834,0.096375,0.089287,0.082395,0.080154,0.076614
