0.691975,0.755985,0.741797,0.742974,0.720746,0.720168,0.722486,0.727888,0.718086,0.673472,0.635675,0.639995,0.651054,0.655942,0.652554,0.652844,0.657415,0.670123,0.660101,0.659918,0.663371,0.653217
0.790621,0.812094,0.787899,0.787718,0.748384,0.748249,0.752664,0.760233,0.749361,0.700016,0.664260,0.669275,0.685593,0.694154,0.686710,0.681738,0.686540,0.695210,0.690242,0.686320,0.684877,0.672751
0.829961,0.837005,0.803304,0.797002,0.755956,0.754791,0.760758,0.770104,0.756682,0.704667,0.671642,0.677781,0.696654,0.707337,0.697255,0.691115,0.694539,0.699944,0.697644,0.692102,0.688444,0.675311
0.852908,0.852199,0.831560,0.826737,0.761895,0.759162,0.771463,0.783997,0.772661,0.718798,0.687121,0.696780,0.719573,0.730542,0.719179,0.711797,0.716101,0.720563,0.720905,0.715274,0.708605,0.693923
0.862584,0.883707,0.879462,0.877560,0.799086,0.793536,0.813754,0.827754,0.819794,0.763819,0.729356,0.740959,0.765545,0.775383,0.764459,0.756421,0.759788,0.765057,0.764147,0.759212,0.752447,0.737639
0.842750,0.926584,0.931144,0.922773,0.828938,0.818220,0.843801,0.855856,0.848989,0.791272,0.752072,0.761497,0.785898,0.795003,0.784594,0.774059,0.779890,0.789111,0.787497,0.782390,0.777573,0.762865
0.826717,0.909063,0.949715,0.946870,0.856964,0.845436,0.877249,0.884682,0.881613,0.825922,0.782264,0.788614,0.813103,0.820030,0.807621,0.792731,0.796301,0.805631,0.801994,0.797483,0.793574,0.778253
0.760518,0.855720,0.916662,0.921147,0.876291,0.854222,0.873225,0.879884,0.870149,0.821266,0.777733,0.781301,0.798730,0.805884,0.799301,0.792558,0.791974,0.798825,0.789479,0.786832,0.786860,0.776757
0.772622,0.849430,0.913755,0.923517,0.885786,0.867275,0.885907,0.892209,0.884375,0.835638,0.793383,0.798446,0.815940,0.823474,0.817578,0.811440,0.809544,0.816005,0.806775,0.803524,0.802238,0.791220
0.762611,0.826618,0.894900,0.912901,0.874667,0.859801,0.880685,0.890106,0.885963,0.837720,0.798364,0.804813,0.824439,0.832058,0.827086,0.821221,0.816489,0.821607,0.812356,0.809150,0.806608,0.793952
0.740658,0.818839,0.888968,0.906416,0.867739,0.850302,0.868831,0.880328,0.873681,0.823494,0.783393,0.788058,0.807122,0.816001,0.812297,0.809882,0.805944,0.811580,0.800981,0.797832,0.797658,0.785009
0.725585,0.817297,0.867872,0.883861,0.874479,0.853423,0.866535,0.875136,0.864251,0.811608,0.770923,0.774645,0.792146,0.800050,0.796159,0.795895,0.791544,0.797018,0.785181,0.782884,0.784241,0.772010
0.718481,0.804991,0.860203,0.880066,0.870371,0.850657,0.864186,0.874355,0.863897,0.812626,0.771782,0.774534,0.790730,0.798355,0.794308,0.794836,0.789542,0.794490,0.781509,0.780258,0.782162,0.769886
0.718886,0.800350,0.860814,0.882993,0.869507,0.851481,0.867640,0.877672,0.872346,0.821860,0.780867,0.785908,0.804517,0.810747,0.806093,0.804778,0.797927,0.803609,0.790369,0.789460,0.790558,0.776286
0.695677,0.777121,0.836250,0.861166,0.867359,0.851307,0.862451,0.873376,0.865195,0.819403,0.779688,0.782582,0.797870,0.804092,0.799453,0.800531,0.791826,0.796334,0.780634,0.780958,0.784016,0.769678
0.698835,0.782144,0.842291,0.867701,0.862066,0.847294,0.863683,0.877902,0.871341,0.826021,0.785742,0.788327,0.803887,0.811457,0.806238,0.806627,0.798033,0.802290,0.786548,0.785919,0.788637,0.774287
0.692777,0.769691,0.832568,0.860255,0.849507,0.837951,0.859052,0.873465,0.870458,0.826795,0.786324,0.789630,0.806334,0.812734,0.807953,0.807491,0.796956,0.800780,0.783926,0.783814,0.786177,0.771610
0.684782,0.759646,0.821745,0.849937,0.851968,0.841792,0.859362,0.872928,0.868652,0.827671,0.788306,0.789928,0.805578,0.812816,0.807223,0.806737,0.795187,0.797929,0.780200,0.779912,0.782969,0.768668
0.676344,0.743534,0.804739,0.833416,0.842141,0.832949,0.849549,0.862345,0.858570,0.823761,0.786768,0.787932,0.802436,0.808619,0.803930,0.804036,0.791019,0.793201,0.774694,0.774121,0.777448,0.764383
0.664358,0.717117,0.781130,0.813488,0.816887,0.809018,0.828342,0.837525,0.838510,0.801767,0.766076,0.769700,0.787268,0.791511,0.786386,0.783162,0.769662,0.772341,0.755053,0.754055,0.755700,0.742608
0.645310,0.686160,0.752332,0.787114,0.791174,0.785526,0.807796,0.816636,0.821233,0.786925,0.752273,0.756818,0.775762,0.779391,0.773970,0.769937,0.754480,0.755219,0.736860,0.734941,0.736394,0.722264
0.644221,0.678840,0.746343,0.780902,0.783177,0.777339,0.800820,0.809176,0.813537,0.779825,0.745744,0.750396,0.768981,0.772294,0.766726,0.762470,0.746879,0.747178,0.729451,0.727841,0.728811,0.714737
0.656689,0.685489,0.758856,0.794134,0.786418,0.782637,0.812569,0.821345,0.831577,0.799406,0.764110,0.770279,0.790900,0.793171,0.785148,0.777184,0.759767,0.761041,0.742480,0.740435,0.741330,0.725832
0.647749,0.671444,0.748990,0.784510,0.772158,0.771088,0.806249,0.815338,0.831162,0.801676,0.765963,0.772641,0.792986,0.795003,0.785413,0.774379,0.755493,0.757746,0.738127,0.736033,0.737012,0.721109
0.642780,0.661762,0.739140,0.775772,0.764702,0.767128,0.803203,0.811799,0.828927,0.799574,0.763072,0.769739,0.791854,0.793815,0.783186,0.770608,0.750362,0.752142,0.731677,0.729034,0.729981,0.713397
0.636169,0.650953,0.725905,0.761325,0.747371,0.750005,0.786603,0.797151,0.812966,0.786798,0.752421,0.759746,0.780917,0.782618,0.773401,0.763510,0.742952,0.745092,0.724582,0.722621,0.723563,0.707805
0.628196,0.643647,0.715088,0.747895,0.734420,0.737673,0.773937,0.785624,0.799709,0.777164,0.744490,0.751290,0.770049,0.772382,0.764304,0.756663,0.736561,0.738968,0.718451,0.716839,0.717780,0.702870
0.627419,0.640413,0.712496,0.744903,0.721397,0.725125,0.764276,0.776297,0.793212,0.769761,0.737921,0.746261,0.765920,0.767567,0.760044,0.751920,0.731965,0.735311,0.715745,0.714183,0.714110,0.698813
0.637170,0.647324,0.723135,0.755074,0.720118,0.723171,0.766572,0.777505,0.798528,0.773299,0.740672,0.751782,0.774585,0.774718,0.766145,0.754568,0.735524,0.739949,0.722185,0.720813,0.718745,0.702707
0.627846,0.643115,0.716897,0.744356,0.700664,0.702343,0.744855,0.756885,0.778768,0.754734,0.723892,0.735580,0.757619,0.758614,0.750140,0.737263,0.720814,0.726422,0.710696,0.708220,0.705644,0.690406
0.628765,0.639008,0.715225,0.743873,0.699848,0.701627,0.745040,0.756690,0.778843,0.753968,0.723359,0.735572,0.758610,0.759257,0.751078,0.738022,0.721453,0.726192,0.710867,0.708243,0.705450,0.690179
0.636031,0.639313,0.717828,0.747127,0.703876,0.705184,0.749493,0.759862,0.783447,0.758083,0.727345,0.740359,0.764116,0.764078,0.755395,0.741077,0.724069,0.728867,0.714048,0.711670,0.707853,0.692555
0.642849,0.647053,0.727642,0.756966,0.707967,0.708604,0.755048,0.763931,0.790998,0.763389,0.731231,0.745576,0.770589,0.769903,0.760517,0.743064,0.726405,0.731465,0.717605,0.714216,0.709822,0.694575
0.641917,0.638553,0.718556,0.746819,0.702177,0.702064,0.746979,0.755621,0.783952,0.757990,0.727004,0.742437,0.767455,0.766732,0.756821,0.737909,0.721500,0.726836,0.714234,0.710767,0.705453,0.690567
0.629965,0.627946,0.703582,0.730191,0.692489,0.693198,0.735018,0.744716,0.769274,0.745638,0.716572,0.730830,0.753425,0.754338,0.744817,0.729426,0.713059,0.717914,0.704987,0.702003,0.697156,0.683076
0.636092,0.647479,0.716897,0.739576,0.699082,0.699066,0.738985,0.749100,0.771645,0.745496,0.716650,0.730766,0.754143,0.756071,0.746155,0.730322,0.715753,0.721362,0.709458,0.705686,0.700985,0.686545
0.634738,0.641076,0.710173,0.731723,0.691122,0.690646,0.729344,0.738024,0.761046,0.734547,0.705902,0.720064,0.742641,0.744209,0.734767,0.718434,0.705585,0.712107,0.701599,0.697080,0.691822,0.677599
0.630399,0.636773,0.706026,0.727796,0.691871,0.691406,0.729310,0.737314,0.759967,0.733572,0.705248,0.719174,0.741610,0.743452,0.733859,0.717826,0.704756,0.710933,0.700182,0.695798,0.690563,0.676509
0.618948,0.627905,0.695061,0.715688,0.682901,0.682857,0.719334,0.728206,0.749081,0.724869,0.697411,0.710473,0.731924,0.734517,0.725204,0.710338,0.697600,0.703019,0.691800,0.687360,0.682799,0.668844
0.616322,0.625466,0.690491,0.710088,0.678615,0.678446,0.713736,0.722311,0.742363,0.717366,0.690293,0.703241,0.724733,0.727713,0.718310,0.703720,0.691877,0.697532,0.686793,0.681967,0.677105,0.663115
0.611939,0.622984,0.687065,0.706128,0.675530,0.675888,0.710682,0.719518,0.738554,0.714063,0.686847,0.699245,0.719972,0.723726,0.714477,0.700544,0.689051,0.694613,0.683692,0.678836,0.674646,0.660907
0.609187,0.621640,0.684567,0.702986,0.672536,0.673004,0.707446,0.716468,0.735035,0.710566,0.683339,0.695682,0.716468,0.720312,0.711305,0.697405,0.686078,0.691512,0.680575,0.675718,0.671854,0.658199
0.608611,0.620667,0.683398,0.701686,0.672293,0.673181,0.707341,0.715979,0.734632,0.710087,0.682752,0.694984,0.715907,0.719862,0.710812,0.696718,0.685291,0.690743,0.679903,0.674906,0.671078,0.657291
0.601453,0.615635,0.676159,0.693195,0.666082,0.666746,0.699261,0.708372,0.725503,0.701451,0.675207,0.686696,0.707481,0.712375,0.703292,0.689937,0.678775,0.683785,0.672960,0.667845,0.664377,0.650292
0.599626,0.614120,0.671904,0.689133,0.666205,0.667305,0.698157,0.707357,0.722745,0.698033,0.672147,0.683564,0.704705,0.709994,0.700825,0.688413,0.676995,0.681937,0.670811,0.666235,0.663133,0.649179
0.593404,0.607821,0.663005,0.679702,0.659959,0.661195,0.690556,0.699325,0.713821,0.688371,0.663105,0.674640,0.696613,0.702575,0.692655,0.680474,0.669287,0.674011,0.663148,0.658674,0.655479,0.641275
0.572885,0.587893,0.639560,0.655378,0.638507,0.640346,0.667711,0.677018,0.690389,0.664671,0.640747,0.651778,0.673517,0.680176,0.670003,0.658633,0.647264,0.651753,0.641028,0.636701,0.633906,0.619502
0.511049,0.532119,0.576475,0.589932,0.576478,0.578115,0.601023,0.610560,0.619507,0.595858,0.575177,0.584258,0.605235,0.613026,0.602497,0.594246,0.584218,0.586972,0.576775,0.572881,0.571552,0.557668
