0.209585,0.169350,0.186303,0.213377,0.258629,0.267700,0.264136,0.141397,0.126216,0.224897,0.251658,0.321174,0.333748,0.250722,0.133285,0.154285,0.072277,0.084856,0.091265,0.084170,0.101089,0.067049,0.086614,0.060216,0.065231,0.042950,0.036945,0.062286,0.066416,0.051286,0.058321,0.044387,0.057812,0.059502,0.068669,0.058465,0.061097,0.073068,0.058220,0.056544,0.058496,0.060630,0.062214,0.063772,0.059239,0.063909,0.069860,0.072383,0.074160,0.075692,0.074444,0.071999,0.076627,0.077824,0.082762,0.086122,0.098572,0.088862,0.067056,0.080349,0.073855,0.045740
0.293398,0.278942,0.307141,0.351974,0.479539,0.492726,0.478607,0.261688,0.238336,0.422927,0.435700,0.572844,0.589686,0.448084,0.229538,0.245317,0.142355,0.154674,0.159877,0.139342,0.173697,0.119729,0.151198,0.078263,0.087170,0.068220,0.054445,0.086535,0.099183,0.072662,0.081928,0.061354,0.073180,0.068393,0.083415,0.071715,0.081000,0.105249,0.088241,0.085043,0.083594,0.089840,0.092367,0.096075,0.089584,0.096641,0.100583,0.105328,0.109609,0.112374,0.111120,0.107311,0.107248,0.113670,0.122636,0.135856,0.154716,0.139371,0.110037,0.128579,0.111679,0.080727
0.313051,0.317826,0.350527,0.411203,0.654458,0.668398,0.647193,0.384819,0.340190,0.558802,0.516374,0.732058,0.777819,0.566179,0.312060,0.311687,0.231886,0.226873,0.195415,0.164954,0.195341,0.157609,0.180319,0.082508,0.090777,0.074327,0.062658,0.095032,0.111471,0.083934,0.096847,0.071413,0.080833,0.071032,0.093838,0.082900,0.092320,0.119395,0.103259,0.101598,0.098806,0.105639,0.107179,0.111250,0.105307,0.112563,0.114211,0.119557,0.123662,0.126721,0.125283,0.121111,0.119540,0.128046,0.137317,0.154732,0.178283,0.160265,0.132425,0.145867,0.122014,0.114637
0.320359,0.311927,0.346562,0.405822,0.657240,0.673181,0.653909,0.408191,0.365730,0.587230,0.539298,0.763275,0.808301,0.592246,0.313158,0.314383,0.238100,0.238946,0.212282,0.174224,0.208377,0.164068,0.195742,0.084923,0.091156,0.076479,0.064249,0.096830,0.115635,0.090112,0.100621,0.073579,0.083103,0.072045,0.095394,0.084174,0.092832,0.119906,0.103429,0.102495,0.099265,0.106227,0.107465,0.111443,0.105711,0.112838,0.114345,0.119635,0.123766,0.126273,0.124806,0.120608,0.118513,0.126855,0.136256,0.152667,0.175314,0.159083,0.132651,0.143648,0.122187,0.109563
0.305272,0.295463,0.329464,0.385533,0.638196,0.658753,0.644647,0.438231,0.390498,0.608624,0.535464,0.778569,0.832094,0.621829,0.332718,0.317533,0.250186,0.247569,0.223874,0.185215,0.222415,0.175119,0.213079,0.091585,0.097696,0.083185,0.067496,0.097308,0.116070,0.089639,0.102463,0.073892,0.083132,0.071418,0.093007,0.081790,0.092224,0.118359,0.103352,0.103103,0.099645,0.106597,0.107595,0.111570,0.106933,0.113003,0.114362,0.119288,0.122786,0.125152,0.123436,0.119004,0.116687,0.124848,0.133726,0.151392,0.173955,0.158352,0.135095,0.141786,0.120414,0.112657
0.299958,0.298511,0.330192,0.382530,0.630822,0.659923,0.647791,0.445316,0.401289,0.632238,0.552763,0.805058,0.857348,0.665253,0.352967,0.330275,0.266147,0.259841,0.245020,0.211779,0.260129,0.204451,0.247055,0.105603,0.119513,0.101978,0.079970,0.109025,0.127730,0.095045,0.109538,0.076727,0.087635,0.074613,0.095807,0.084698,0.095602,0.121832,0.106530,0.106094,0.102177,0.109545,0.110436,0.114552,0.109776,0.116047,0.116687,0.121594,0.125402,0.127589,0.125787,0.121151,0.119240,0.127607,0.137352,0.156381,0.181607,0.165171,0.145548,0.145466,0.125340,0.117719
0.301968,0.302306,0.334336,0.381652,0.627624,0.667065,0.660230,0.466420,0.432329,0.654683,0.569902,0.822253,0.866053,0.684783,0.366809,0.332941,0.265148,0.258970,0.260611,0.227392,0.288099,0.222193,0.279254,0.112426,0.129537,0.106764,0.084918,0.110254,0.128250,0.094461,0.111148,0.076981,0.089071,0.075372,0.094345,0.082887,0.097191,0.122428,0.106835,0.106688,0.103289,0.110878,0.111359,0.115487,0.111328,0.117472,0.118552,0.122988,0.126450,0.128272,0.126055,0.121320,0.120154,0.127858,0.137782,0.157454,0.182888,0.166090,0.151751,0.144872,0.124833,0.119058
0.284736,0.307931,0.336603,0.371803,0.611013,0.653874,0.650611,0.445791,0.417365,0.631202,0.570899,0.821520,0.860854,0.713456,0.401922,0.353943,0.275969,0.267629,0.283133,0.248105,0.322436,0.251612,0.311700,0.120830,0.143985,0.116950,0.095012,0.118455,0.134087,0.096308,0.118151,0.083233,0.096757,0.083036,0.099301,0.088196,0.105762,0.133215,0.116369,0.116082,0.113065,0.121151,0.121860,0.126330,0.122235,0.128052,0.129915,0.134327,0.137858,0.139589,0.137023,0.131638,0.129999,0.138052,0.148156,0.169638,0.195544,0.176953,0.167868,0.155198,0.131896,0.123614
0.268898,0.280296,0.307719,0.331267,0.571885,0.614242,0.613740,0.423480,0.394739,0.609319,0.557902,0.798817,0.839343,0.702741,0.389627,0.335403,0.259220,0.260142,0.304656,0.256078,0.342604,0.267154,0.340712,0.128559,0.146099,0.117615,0.094221,0.119580,0.135145,0.099014,0.121128,0.087608,0.102589,0.089120,0.103454,0.091485,0.110200,0.137922,0.120070,0.120586,0.118477,0.126374,0.126534,0.130738,0.127325,0.132732,0.134901,0.138974,0.142147,0.143515,0.140714,0.135270,0.134085,0.141414,0.150838,0.169775,0.192135,0.176931,0.170926,0.152891,0.129948,0.116551
0.260309,0.285168,0.312554,0.336878,0.555082,0.599421,0.602051,0.440397,0.401343,0.606327,0.556667,0.788900,0.826325,0.691193,0.398645,0.346008,0.282590,0.282453,0.330488,0.272046,0.355349,0.287796,0.348362,0.140424,0.156991,0.127831,0.101503,0.128847,0.138029,0.102520,0.128384,0.099255,0.114812,0.101009,0.112892,0.102517,0.123258,0.155336,0.135238,0.135371,0.133761,0.142463,0.142880,0.147671,0.143844,0.149928,0.152664,0.157473,0.160772,0.162722,0.159952,0.153705,0.151245,0.160932,0.169903,0.191604,0.213071,0.193866,0.180278,0.166403,0.140929,0.125972
0.260111,0.283789,0.310833,0.333527,0.553016,0.597154,0.599262,0.437202,0.400050,0.601027,0.553062,0.786666,0.823069,0.690873,0.392569,0.342079,0.278465,0.280080,0.328402,0.271135,0.355278,0.287411,0.351816,0.140319,0.157802,0.126421,0.100608,0.128201,0.137367,0.103166,0.129883,0.099813,0.117171,0.103379,0.115078,0.103929,0.124851,0.156325,0.134828,0.135208,0.134235,0.142686,0.142889,0.147472,0.143526,0.149805,0.153241,0.157895,0.161455,0.163316,0.160579,0.154526,0.152762,0.162151,0.171070,0.193124,0.213930,0.194931,0.182352,0.166821,0.140656,0.125818
0.260814,0.277175,0.304044,0.326753,0.547131,0.591305,0.593788,0.440633,0.403693,0.602657,0.552263,0.784332,0.819403,0.688084,0.387951,0.336385,0.277077,0.281038,0.327344,0.273690,0.357234,0.286178,0.352825,0.142059,0.161076,0.128354,0.102016,0.129125,0.138491,0.104477,0.131764,0.100747,0.119504,0.105475,0.116796,0.105197,0.126118,0.156584,0.133749,0.133887,0.133032,0.141174,0.141322,0.145694,0.141795,0.148241,0.152295,0.156851,0.160604,0.162353,0.159890,0.154147,0.153082,0.162240,0.171047,0.193483,0.213521,0.195165,0.181809,0.165442,0.139820,0.124376
