0.911550,0.921597,0.887114,0.856398,0.867588,0.881687,0.865959,0.828443,0.830283,0.806258,0.796216,0.787233,0.781331,0.774523,0.759748,0.761553,0.744245,0.739038,0.730096,0.705022,0.672300,0.663274,0.670879,0.658080,0.648757,0.644262,0.640432,0.638099,0.641900,0.636170,0.632426,0.633188,0.637470,0.633214,0.624448,0.642386,0.640591,0.636088,0.629430,0.627457,0.625895,0.623829,0.623425,0.616022,0.616536,0.609850,0.586922,0.521296
0.822699,0.924256,0.949755,0.966809,0.967368,0.937478,0.894765,0.835020,0.846738,0.837686,0.817303,0.797869,0.794536,0.791858,0.772235,0.778168,0.763473,0.757653,0.748851,0.730458,0.702276,0.696666,0.706788,0.692041,0.686324,0.683696,0.678638,0.677113,0.687074,0.678801,0.678034,0.681268,0.683490,0.679971,0.670402,0.684447,0.676379,0.671412,0.662616,0.659499,0.655249,0.651475,0.650043,0.643291,0.645168,0.640032,0.618990,0.549483
0.832917,0.919992,0.940701,0.962701,0.972776,0.956629,0.923096,0.879505,0.891887,0.880487,0.863304,0.841794,0.838704,0.836327,0.817146,0.821456,0.805978,0.799286,0.790356,0.769705,0.740182,0.733692,0.743636,0.729251,0.720317,0.715954,0.709554,0.707249,0.717335,0.708426,0.706293,0.709403,0.712959,0.708115,0.697607,0.711823,0.703406,0.698256,0.688891,0.684906,0.680637,0.677057,0.675558,0.668382,0.669656,0.663597,0.640802,0.567434
0.798850,0.856402,0.875100,0.901311,0.933334,0.949734,0.933341,0.906835,0.915340,0.904105,0.884145,0.868684,0.862828,0.866616,0.849785,0.850006,0.835962,0.832062,0.821391,0.801923,0.776034,0.769083,0.780620,0.769384,0.762068,0.753049,0.742205,0.738642,0.750317,0.737745,0.736186,0.741980,0.748217,0.744553,0.731613,0.743521,0.733607,0.731260,0.720769,0.715231,0.710139,0.706403,0.705157,0.697076,0.698349,0.692237,0.669062,0.593028
0.774466,0.828844,0.846936,0.870394,0.909343,0.930513,0.922208,0.906708,0.918437,0.913834,0.896686,0.880000,0.874364,0.879752,0.863328,0.864954,0.854535,0.850955,0.840184,0.820040,0.799423,0.792352,0.804995,0.794696,0.789350,0.779870,0.767386,0.763342,0.772764,0.758186,0.757849,0.762638,0.768692,0.763124,0.748789,0.757218,0.747032,0.745394,0.735542,0.729557,0.724814,0.721201,0.720026,0.711953,0.712564,0.705763,0.682475,0.606220
0.754645,0.801547,0.817610,0.840392,0.882164,0.907114,0.910574,0.911178,0.928705,0.929492,0.916169,0.897048,0.892723,0.895893,0.882188,0.884696,0.875547,0.871943,0.860911,0.840111,0.822343,0.817618,0.828816,0.818222,0.810983,0.801383,0.788772,0.784296,0.791451,0.774420,0.773987,0.778804,0.784799,0.777405,0.762277,0.768029,0.755324,0.753666,0.743262,0.735781,0.730722,0.727060,0.725471,0.717089,0.716902,0.708514,0.684810,0.605457
0.743493,0.803496,0.822115,0.847084,0.889638,0.916849,0.920082,0.899267,0.917851,0.925014,0.913747,0.891985,0.891061,0.896707,0.881959,0.889389,0.883125,0.879508,0.866211,0.847585,0.832573,0.827292,0.843899,0.835702,0.833641,0.822538,0.808129,0.804680,0.813204,0.797235,0.797061,0.800145,0.807306,0.797535,0.780070,0.786450,0.771973,0.769600,0.759234,0.751997,0.747482,0.743879,0.742492,0.734445,0.733799,0.725919,0.703853,0.625176
0.695643,0.734521,0.747631,0.767686,0.819120,0.853451,0.868146,0.870915,0.889025,0.905902,0.901371,0.893678,0.899237,0.905359,0.902392,0.907267,0.904506,0.907015,0.894881,0.874383,0.863251,0.857123,0.873103,0.864439,0.864001,0.850387,0.834110,0.826853,0.828878,0.805278,0.805366,0.806525,0.810780,0.794791,0.778436,0.781475,0.760637,0.760959,0.753366,0.744858,0.741382,0.737766,0.736075,0.729316,0.729512,0.722956,0.703458,0.632079
0.671474,0.701554,0.711079,0.733174,0.790025,0.827838,0.850314,0.844803,0.865318,0.887139,0.881024,0.873958,0.881769,0.893502,0.891080,0.895817,0.898672,0.902164,0.891136,0.876915,0.868020,0.861685,0.878979,0.872837,0.873295,0.858297,0.839486,0.833361,0.837643,0.808553,0.808682,0.811521,0.816535,0.801422,0.783216,0.783721,0.760879,0.761609,0.751950,0.742428,0.737496,0.733006,0.731261,0.723154,0.723637,0.717658,0.698106,0.626519
0.658581,0.687392,0.695391,0.713905,0.768754,0.805640,0.826399,0.819381,0.838159,0.862885,0.859094,0.851460,0.860853,0.874118,0.873941,0.882167,0.886229,0.891076,0.881433,0.867207,0.862502,0.855157,0.874527,0.870849,0.875024,0.862416,0.845234,0.838643,0.839306,0.810018,0.809296,0.809945,0.813365,0.796997,0.780214,0.780434,0.756417,0.756792,0.748560,0.738863,0.734708,0.730638,0.729009,0.721610,0.722289,0.716834,0.699198,0.631432
0.651053,0.671714,0.674408,0.693537,0.752561,0.794079,0.816928,0.800627,0.820713,0.846210,0.840739,0.832077,0.841347,0.859337,0.856325,0.866473,0.878522,0.882117,0.872988,0.862960,0.860769,0.853661,0.880071,0.884183,0.890097,0.874547,0.857378,0.852690,0.855104,0.825258,0.823245,0.823968,0.829660,0.812362,0.792169,0.790787,0.766022,0.765568,0.756166,0.745518,0.740962,0.736392,0.734540,0.725406,0.724688,0.718208,0.699067,0.625270
0.642041,0.657394,0.653978,0.672137,0.734059,0.782262,0.811517,0.782847,0.803841,0.827841,0.820599,0.811736,0.821699,0.842286,0.835837,0.847059,0.862050,0.864426,0.854167,0.850372,0.849610,0.842119,0.872723,0.879973,0.886919,0.868510,0.849180,0.845866,0.851259,0.821155,0.819313,0.821622,0.830936,0.813493,0.788672,0.787175,0.762111,0.761282,0.749931,0.738834,0.733606,0.728896,0.726898,0.716283,0.714659,0.708025,0.688417,0.613139
0.640800,0.657414,0.654144,0.670925,0.731441,0.781408,0.815041,0.780365,0.800734,0.820315,0.811467,0.801370,0.809610,0.830771,0.822130,0.834098,0.848933,0.851955,0.842216,0.839037,0.839700,0.832761,0.866446,0.877341,0.885509,0.865043,0.846128,0.842751,0.848959,0.820030,0.818508,0.821808,0.832189,0.816017,0.791358,0.789900,0.765433,0.764450,0.752827,0.741819,0.736566,0.731296,0.729350,0.718481,0.716177,0.709359,0.688863,0.611736
0.632359,0.646309,0.642051,0.658676,0.719355,0.768192,0.800060,0.765862,0.785290,0.807556,0.800470,0.789539,0.799384,0.820802,0.813431,0.827602,0.846477,0.849564,0.839927,0.832017,0.833738,0.827569,0.866631,0.884511,0.896079,0.880240,0.866209,0.864493,0.869695,0.843094,0.840130,0.841034,0.848134,0.830896,0.808896,0.805224,0.780232,0.778470,0.768136,0.756403,0.752401,0.747461,0.745591,0.734840,0.731916,0.723137,0.702131,0.621021
0.628768,0.642225,0.640495,0.656987,0.716360,0.758075,0.783428,0.754268,0.773652,0.798153,0.791531,0.780463,0.790734,0.811859,0.806924,0.821422,0.842982,0.846700,0.838993,0.829553,0.831859,0.826451,0.865226,0.884575,0.897652,0.888883,0.880689,0.880215,0.883059,0.857049,0.853641,0.853435,0.855514,0.837152,0.818600,0.812908,0.786441,0.785120,0.777079,0.765136,0.761772,0.756622,0.754385,0.743840,0.741374,0.731634,0.710078,0.629245
0.608762,0.620285,0.615737,0.630913,0.691808,0.737721,0.769501,0.734677,0.755125,0.777995,0.771721,0.761097,0.770886,0.793886,0.786898,0.801118,0.824429,0.827548,0.818171,0.812180,0.817002,0.811073,0.852519,0.874998,0.888351,0.875384,0.864959,0.865240,0.870834,0.844903,0.841448,0.841925,0.847534,0.828913,0.807488,0.801724,0.774635,0.773579,0.765104,0.752972,0.749432,0.744144,0.741867,0.731073,0.727708,0.718186,0.696754,0.619555
0.613527,0.620494,0.614154,0.631569,0.694171,0.737386,0.764046,0.732593,0.754063,0.781191,0.775094,0.763689,0.775005,0.797642,0.791988,0.806164,0.830903,0.833387,0.825644,0.818295,0.821410,0.816987,0.856978,0.878117,0.892943,0.889460,0.884278,0.886758,0.890676,0.864072,0.862023,0.860623,0.860895,0.839827,0.821693,0.813644,0.784864,0.784503,0.777599,0.765163,0.761630,0.756245,0.753796,0.742624,0.740271,0.729307,0.706995,0.628842
0.599009,0.602979,0.594731,0.612793,0.676798,0.719786,0.746059,0.716044,0.738282,0.767844,0.761641,0.751390,0.763634,0.787275,0.782456,0.796093,0.822056,0.824417,0.816482,0.809739,0.813455,0.808106,0.848540,0.870504,0.884978,0.880871,0.876421,0.880312,0.884898,0.858433,0.856417,0.855079,0.855507,0.834012,0.816526,0.807749,0.778427,0.778261,0.771417,0.758581,0.755058,0.749540,0.746968,0.735743,0.733161,0.721959,0.699617,0.622020
0.589494,0.591519,0.582147,0.598542,0.661106,0.703545,0.730014,0.700214,0.722277,0.750634,0.744933,0.734972,0.746179,0.770916,0.765671,0.779336,0.805745,0.807306,0.800063,0.795137,0.799582,0.792933,0.833723,0.857167,0.870603,0.866710,0.862151,0.868084,0.876507,0.851183,0.850339,0.849015,0.850829,0.829514,0.811010,0.802214,0.773232,0.772901,0.766261,0.753586,0.750140,0.744541,0.742027,0.730897,0.728231,0.717043,0.694559,0.620480
0.590394,0.594919,0.588902,0.603678,0.662393,0.701598,0.721938,0.700951,0.721338,0.747973,0.743527,0.733654,0.743587,0.765437,0.763310,0.776129,0.799819,0.803596,0.798315,0.789957,0.792583,0.787159,0.827505,0.852345,0.869454,0.870306,0.869534,0.873681,0.879136,0.856249,0.857270,0.853160,0.849641,0.828282,0.814454,0.805726,0.776336,0.777026,0.773388,0.761103,0.759072,0.753768,0.751213,0.740977,0.740073,0.728652,0.706849,0.632148
