0.634434,0.590995,0.464823,0.435303,0.410810,0.368464,0.235968,0.115481,0.076240,0.064034,0.050629,0.051316,0.034608,0.031282,0.030492,0.034511,0.036528,0.051448,0.051800,0.071201,0.083433,0.085182,0.096066,0.096477,0.117908,0.123808,0.136804,0.145439,0.139172,0.149662,0.126906,0.162286,0.162892,0.070185
0.685491,0.689237,0.607042,0.580994,0.547187,0.505442,0.336918,0.163011,0.108592,0.092560,0.070323,0.099947,0.049980,0.043171,0.046749,0.046717,0.050986,0.069028,0.067211,0.091557,0.101743,0.104234,0.121902,0.126099,0.155942,0.164164,0.183734,0.195535,0.192937,0.205113,0.173797,0.222541,0.228524,0.102691
0.640591,0.675194,0.515108,0.502559,0.491876,0.440542,0.297169,0.164377,0.134485,0.115260,0.076569,0.117323,0.051430,0.042930,0.072302,0.064428,0.061715,0.073752,0.071390,0.095052,0.104751,0.107485,0.125087,0.130816,0.162053,0.169832,0.189298,0.205389,0.204290,0.216874,0.182162,0.235132,0.247638,0.094189
0.607840,0.667994,0.512870,0.511367,0.496726,0.455234,0.319324,0.170857,0.133907,0.109595,0.082733,0.131080,0.054459,0.044840,0.066379,0.060642,0.063782,0.076761,0.075518,0.103054,0.111040,0.112822,0.132936,0.138831,0.172482,0.180473,0.200690,0.216677,0.215105,0.228139,0.192454,0.244750,0.256596,0.107155
0.534124,0.626213,0.465895,0.475715,0.477628,0.434372,0.304729,0.170469,0.143727,0.118996,0.084053,0.136891,0.059563,0.050429,0.066893,0.060519,0.066045,0.084935,0.083144,0.110592,0.116360,0.117577,0.140529,0.143986,0.175345,0.182963,0.201952,0.219982,0.218831,0.232674,0.197499,0.248644,0.260835,0.107853
0.475347,0.617857,0.427336,0.444322,0.449404,0.418053,0.301386,0.177645,0.156615,0.130073,0.093702,0.148143,0.065309,0.056485,0.073205,0.065029,0.072757,0.089070,0.088045,0.114498,0.121808,0.123692,0.148677,0.152226,0.185573,0.193447,0.212742,0.233482,0.232331,0.247744,0.211057,0.264347,0.273844,0.107224
0.459103,0.593382,0.413592,0.431747,0.434539,0.411063,0.303472,0.182953,0.173024,0.143277,0.101814,0.150413,0.068088,0.059527,0.078096,0.069210,0.078320,0.091474,0.090879,0.116352,0.124772,0.127610,0.152833,0.156320,0.189083,0.196653,0.215893,0.237884,0.238136,0.254441,0.217702,0.271940,0.281433,0.106669
0.430379,0.565148,0.381834,0.401456,0.407228,0.383750,0.284943,0.181923,0.178197,0.147576,0.107235,0.153936,0.073229,0.064260,0.077140,0.072825,0.082597,0.094879,0.095117,0.120060,0.128908,0.131818,0.155265,0.158991,0.190672,0.198453,0.217882,0.240611,0.240526,0.257399,0.219745,0.274188,0.285198,0.102372
0.414809,0.532320,0.360929,0.379986,0.389388,0.367254,0.283697,0.187317,0.201365,0.164730,0.120958,0.150795,0.078620,0.066850,0.084595,0.081696,0.092686,0.103670,0.104198,0.130124,0.142603,0.146458,0.170900,0.176019,0.210060,0.218929,0.239618,0.263854,0.262476,0.280571,0.239466,0.295707,0.308669,0.111550
0.394814,0.501719,0.332251,0.350486,0.362119,0.339157,0.264752,0.173629,0.181556,0.146859,0.111326,0.149918,0.079347,0.067471,0.081879,0.081626,0.093686,0.104035,0.105206,0.129670,0.143723,0.148602,0.173700,0.179770,0.214191,0.223409,0.244206,0.268863,0.267737,0.285968,0.245872,0.301585,0.316405,0.115057
0.370381,0.471944,0.307819,0.326467,0.336608,0.322276,0.252781,0.174503,0.187446,0.151226,0.114061,0.142529,0.081137,0.069406,0.085410,0.086930,0.097723,0.108897,0.109045,0.132956,0.149271,0.154280,0.179671,0.186063,0.220953,0.230677,0.251257,0.276536,0.274747,0.293812,0.252963,0.308727,0.323806,0.111823
0.367438,0.463526,0.302192,0.318432,0.332251,0.314609,0.246391,0.169932,0.185698,0.150514,0.112656,0.143111,0.078534,0.067866,0.086673,0.086987,0.096430,0.107011,0.106398,0.129462,0.145818,0.151013,0.175524,0.181917,0.216264,0.225695,0.245481,0.270352,0.268659,0.287472,0.247286,0.302710,0.319822,0.108967
0.351450,0.463846,0.291223,0.307278,0.325658,0.304034,0.238504,0.167818,0.183648,0.148208,0.110372,0.142151,0.076906,0.067410,0.087490,0.087982,0.097354,0.105972,0.105265,0.127300,0.142627,0.147071,0.171927,0.178175,0.212854,0.222133,0.241889,0.266685,0.265715,0.284223,0.243984,0.299469,0.314686,0.106158
0.349195,0.455473,0.301515,0.316211,0.337841,0.313603,0.248771,0.175590,0.188642,0.149324,0.115220,0.139527,0.079221,0.067654,0.088661,0.092271,0.102873,0.112584,0.111794,0.135820,0.154121,0.159411,0.185378,0.193445,0.230265,0.240507,0.260794,0.286153,0.283917,0.303180,0.259248,0.315781,0.331796,0.111467
