0.296963,0.308314,0.283901,0.273194,0.267002,0.276002,0.252813,0.234301,0.229558,0.236513,0.235161,0.240177,0.227730,0.215918,0.205781,0.214311,0.205962,0.205210,0.199812,0.204891,0.194325,0.193142,0.176762,0.174692,0.174133,0.166241,0.156458,0.170874,0.167388,0.160622,0.166087,0.181518,0.164272,0.126541,0.123891,0.122520
0.322050,0.322213,0.341029,0.304704,0.291762,0.285429,0.284058,0.304035,0.309899,0.309975,0.310652,0.305710,0.281618,0.282004,0.262204,0.273184,0.265887,0.259889,0.247008,0.256413,0.238686,0.254082,0.266550,0.261256,0.246508,0.238956,0.225084,0.218889,0.210589,0.187132,0.192572,0.204052,0.182066,0.147130,0.128841,0.147737
0.376990,0.373107,0.387687,0.348388,0.332016,0.321005,0.317872,0.338908,0.343029,0.341416,0.340504,0.333190,0.306860,0.304028,0.281059,0.292311,0.283087,0.276343,0.263231,0.273655,0.255110,0.271101,0.282859,0.278119,0.264861,0.258679,0.244802,0.239311,0.231641,0.209884,0.215206,0.227019,0.203734,0.167343,0.146051,0.167294
0.430471,0.432860,0.444891,0.403563,0.382634,0.363411,0.355119,0.382382,0.383800,0.379942,0.375067,0.368500,0.338313,0.327926,0.296126,0.313073,0.299960,0.292605,0.277702,0.290119,0.267065,0.286442,0.298775,0.293520,0.277442,0.269641,0.248820,0.246503,0.240043,0.210699,0.219174,0.234227,0.209990,0.172734,0.152552,0.170399
0.529412,0.621746,0.629205,0.572851,0.556648,0.573880,0.547861,0.525383,0.518394,0.528909,0.513775,0.506181,0.478597,0.494245,0.463414,0.467860,0.450537,0.443533,0.419393,0.434341,0.404906,0.411701,0.400652,0.394712,0.386522,0.370478,0.353625,0.366947,0.353974,0.337563,0.349001,0.371100,0.339333,0.269613,0.250981,0.266902
0.553356,0.647557,0.660043,0.602902,0.593474,0.611577,0.589850,0.564901,0.560996,0.570587,0.555204,0.545091,0.518641,0.536609,0.506034,0.513401,0.495221,0.488286,0.460593,0.476159,0.444374,0.452083,0.442839,0.438469,0.431652,0.415458,0.397066,0.411923,0.400232,0.384093,0.395409,0.417628,0.386094,0.313194,0.290736,0.308308
0.564156,0.653533,0.662091,0.610769,0.605791,0.618572,0.599097,0.570049,0.563344,0.568779,0.550709,0.542986,0.516452,0.532336,0.499772,0.506643,0.488475,0.480288,0.453325,0.467946,0.438423,0.445354,0.436234,0.433486,0.429240,0.416226,0.403017,0.418445,0.408563,0.396148,0.404727,0.425820,0.394924,0.325136,0.297684,0.318592
0.440788,0.518692,0.531539,0.500271,0.491896,0.464544,0.435868,0.396563,0.376656,0.369245,0.351605,0.336990,0.316635,0.318525,0.284371,0.312711,0.296618,0.291305,0.277805,0.287458,0.267792,0.270140,0.262276,0.262921,0.265314,0.273505,0.269543,0.294719,0.308611,0.291441,0.289324,0.307674,0.297464,0.267793,0.226531,0.254512
0.399076,0.475676,0.473295,0.435939,0.429488,0.412245,0.385837,0.342168,0.328431,0.323890,0.312958,0.302788,0.286593,0.286307,0.258511,0.277707,0.263695,0.256562,0.242342,0.250711,0.232096,0.236395,0.228016,0.229234,0.230723,0.239925,0.242069,0.263905,0.276543,0.256182,0.255744,0.273548,0.263716,0.242252,0.203919,0.226947
0.492761,0.538897,0.566639,0.630160,0.645486,0.648271,0.652665,0.615513,0.587575,0.585672,0.568866,0.542516,0.506789,0.506202,0.497765,0.535829,0.507557,0.503105,0.497632,0.508829,0.492371,0.484864,0.440385,0.442328,0.458330,0.443145,0.430851,0.459832,0.446473,0.455984,0.465208,0.494467,0.461218,0.382695,0.367124,0.359370
