0.490014,0.554793,0.615390,0.617320,0.575649,0.562602,0.569206,0.585999,0.576362,0.607205,0.618355,0.610037,0.603423,0.599943,0.576192,0.571986,0.568220,0.558590,0.551030,0.538710,0.528505,0.516692,0.505089,0.503427,0.494163,0.481859,0.511485,0.506990,0.515715,0.477504,0.468081,0.477284,0.494627,0.500646,0.499763,0.502169,0.495168,0.491299,0.480617,0.476563,0.469857,0.470796,0.466387,0.455205,0.445000,0.431930,0.409533,0.416127,0.414643,0.393455,0.392274,0.391768,0.378999,0.379284,0.382226,0.367941,0.367954,0.364133,0.358348,0.367828,0.383785,0.388081,0.392650,0.393108,0.395581,0.396642,0.394860,0.388221,0.388548,0.387118,0.379353,0.375649,0.374176,0.370671,0.364000,0.359609,0.338291,0.313805,0.307488,0.302163
0.574842,0.649744,0.716289,0.727376,0.699813,0.688152,0.694915,0.702232,0.692892,0.725327,0.737755,0.734903,0.730429,0.732294,0.711985,0.703592,0.700939,0.692050,0.687516,0.678785,0.672486,0.664812,0.653580,0.641391,0.626388,0.610750,0.618891,0.613870,0.615073,0.578832,0.567702,0.574356,0.585186,0.585779,0.580034,0.581631,0.571855,0.566718,0.554667,0.549773,0.539398,0.539933,0.533231,0.521448,0.510709,0.500291,0.480912,0.488971,0.491374,0.474039,0.471448,0.471591,0.462631,0.463897,0.462620,0.445959,0.443739,0.440013,0.435556,0.443541,0.459594,0.467590,0.470822,0.469268,0.468850,0.468725,0.465205,0.456039,0.455307,0.451675,0.441430,0.434093,0.430400,0.425087,0.417789,0.416008,0.392623,0.365135,0.354718,0.342053
0.632899,0.701694,0.760189,0.776326,0.761856,0.754714,0.763701,0.770501,0.761399,0.787234,0.796579,0.797001,0.793306,0.800360,0.784451,0.776493,0.776801,0.770711,0.768775,0.763481,0.759489,0.752914,0.741530,0.723445,0.704601,0.687042,0.678586,0.673318,0.671068,0.642663,0.633702,0.638698,0.645316,0.641985,0.633644,0.635565,0.624817,0.619152,0.607240,0.601990,0.590385,0.591784,0.584093,0.572632,0.561376,0.553020,0.535468,0.544288,0.549737,0.535075,0.530110,0.530472,0.523276,0.524962,0.521145,0.502943,0.498534,0.495296,0.491209,0.499317,0.514576,0.524970,0.527196,0.523902,0.521548,0.520673,0.516395,0.506074,0.504327,0.499347,0.487751,0.478036,0.472833,0.466581,0.458703,0.458796,0.434893,0.406108,0.393434,0.378471
0.653360,0.699612,0.742123,0.775827,0.781133,0.782196,0.793494,0.800995,0.792732,0.807328,0.817944,0.824526,0.827407,0.841082,0.838077,0.837002,0.839357,0.839267,0.839136,0.837885,0.838238,0.832840,0.822805,0.803382,0.786272,0.769691,0.741925,0.736859,0.732787,0.722657,0.715596,0.718872,0.720833,0.714565,0.704629,0.706702,0.694973,0.691136,0.679606,0.674013,0.660721,0.662270,0.654014,0.644192,0.632609,0.626592,0.612344,0.621138,0.627550,0.614684,0.606126,0.605551,0.600029,0.600625,0.593911,0.574597,0.569101,0.567861,0.564708,0.573217,0.587374,0.600610,0.600757,0.593773,0.588467,0.586381,0.581752,0.570662,0.567317,0.560529,0.547473,0.535190,0.527552,0.520276,0.511655,0.513440,0.489428,0.459991,0.445087,0.426668
0.559488,0.601952,0.622849,0.667526,0.670532,0.674731,0.684163,0.693441,0.690964,0.705107,0.716045,0.725259,0.735101,0.743326,0.750812,0.753601,0.754709,0.757196,0.755590,0.755315,0.760031,0.766336,0.758459,0.747050,0.741560,0.727360,0.692416,0.688412,0.683844,0.669942,0.661860,0.667759,0.670932,0.667230,0.658386,0.658325,0.648339,0.651937,0.642222,0.638502,0.628024,0.629659,0.625015,0.619064,0.611171,0.606278,0.599499,0.605715,0.608931,0.597548,0.590578,0.587798,0.581914,0.580790,0.573798,0.558305,0.555405,0.555304,0.551754,0.559215,0.571348,0.582280,0.580933,0.572883,0.566190,0.563681,0.559480,0.548045,0.543812,0.537001,0.524471,0.512435,0.504346,0.496512,0.488848,0.488475,0.463382,0.434967,0.421062,0.401214
0.518966,0.554039,0.569556,0.610098,0.616256,0.621138,0.629934,0.638566,0.636006,0.645143,0.653296,0.663803,0.676369,0.684586,0.693957,0.701654,0.704115,0.708301,0.705184,0.704256,0.708411,0.711344,0.704256,0.697891,0.696417,0.684192,0.647778,0.644214,0.642507,0.629208,0.620780,0.629014,0.633228,0.631583,0.623574,0.624481,0.615932,0.622390,0.614608,0.612382,0.602958,0.605121,0.601619,0.597171,0.590643,0.586614,0.583514,0.589262,0.591144,0.578138,0.571011,0.567660,0.562148,0.560654,0.553576,0.540363,0.540074,0.540832,0.539108,0.548092,0.561168,0.571509,0.570158,0.561880,0.554390,0.551843,0.547645,0.536101,0.531759,0.525117,0.512802,0.501087,0.492768,0.485367,0.478912,0.477593,0.451092,0.422487,0.409681,0.390380
0.439916,0.455643,0.460307,0.495104,0.504529,0.511434,0.519402,0.529471,0.529083,0.536267,0.544938,0.554889,0.569026,0.573979,0.587256,0.601015,0.602926,0.606890,0.602031,0.599638,0.603927,0.604818,0.602960,0.607962,0.615850,0.609314,0.579136,0.578160,0.577669,0.559633,0.549780,0.560661,0.567448,0.569778,0.563447,0.562693,0.555042,0.565658,0.559132,0.558550,0.551880,0.553026,0.551657,0.549217,0.545173,0.540901,0.540903,0.547223,0.547417,0.533507,0.529678,0.525816,0.519282,0.516372,0.512893,0.501138,0.504802,0.506864,0.504630,0.512433,0.524703,0.532444,0.530202,0.522503,0.515431,0.513015,0.509622,0.498532,0.494353,0.487777,0.476074,0.465658,0.458224,0.450518,0.445071,0.441371,0.414298,0.386356,0.375988,0.357821
0.380968,0.389716,0.391081,0.424628,0.432099,0.439521,0.445891,0.455459,0.456438,0.462719,0.471019,0.479701,0.493369,0.496559,0.511950,0.525577,0.526135,0.529870,0.524581,0.522211,0.527401,0.529989,0.530618,0.539205,0.552333,0.548471,0.518872,0.518933,0.518346,0.499195,0.488555,0.499349,0.507000,0.510380,0.504340,0.503077,0.495992,0.507787,0.501900,0.502129,0.495573,0.495999,0.495934,0.494722,0.492765,0.489031,0.492433,0.497755,0.496417,0.483740,0.480930,0.477313,0.472299,0.468932,0.464930,0.455335,0.460781,0.463624,0.461738,0.467476,0.479405,0.485837,0.484055,0.477055,0.470315,0.468048,0.464804,0.454743,0.450460,0.444202,0.433063,0.423515,0.416302,0.408803,0.403914,0.399563,0.373827,0.348093,0.338808,0.320186
0.345121,0.343397,0.344209,0.368816,0.376616,0.384824,0.391960,0.402919,0.405296,0.409873,0.417330,0.425488,0.438173,0.440995,0.456176,0.468287,0.469417,0.473465,0.469300,0.467668,0.473599,0.476374,0.478253,0.488045,0.505045,0.501931,0.474258,0.475205,0.475765,0.456692,0.446655,0.457251,0.464861,0.469661,0.465150,0.464509,0.458056,0.472321,0.467360,0.468336,0.462817,0.463595,0.464485,0.464582,0.464257,0.461772,0.468421,0.473994,0.473571,0.463301,0.463055,0.458709,0.455277,0.451815,0.448020,0.440586,0.449580,0.452954,0.452000,0.457943,0.469869,0.476519,0.474949,0.468046,0.460589,0.458286,0.455084,0.445153,0.440694,0.434479,0.423298,0.413961,0.407218,0.399411,0.395072,0.390960,0.365400,0.340818,0.331298,0.310509
0.321708,0.314046,0.311194,0.335724,0.342945,0.350930,0.356883,0.368807,0.371484,0.375749,0.383096,0.390435,0.402629,0.404202,0.419186,0.432306,0.432856,0.436690,0.432341,0.429888,0.435856,0.438459,0.441545,0.455215,0.474808,0.472974,0.448022,0.449782,0.451638,0.431646,0.421440,0.431679,0.440498,0.447153,0.444215,0.442874,0.437040,0.451986,0.446567,0.447924,0.443388,0.443779,0.445456,0.445284,0.445372,0.441302,0.447611,0.453754,0.453031,0.441765,0.444532,0.440767,0.437103,0.434289,0.433406,0.426513,0.439208,0.442903,0.441584,0.447648,0.460771,0.467172,0.466134,0.459556,0.452589,0.450726,0.447917,0.438444,0.434553,0.428432,0.417616,0.408773,0.402157,0.394434,0.390148,0.385305,0.359602,0.334992,0.324922,0.303909
