0.479714,0.500285,0.401781,0.374673,0.441375,0.473574,0.487523,0.536823,0.531980,0.492015,0.495726,0.503733,0.505236,0.484995,0.468267,0.413244,0.381789,0.360227,0.334791,0.317121,0.306178,0.280657,0.270573,0.261550,0.260227,0.251904,0.246863,0.246386,0.245461,0.243112,0.241945,0.242676,0.242923,0.240420,0.239172,0.241839,0.243195,0.243786,0.243833,0.158340
0.529692,0.594518,0.524660,0.488128,0.590469,0.643378,0.656672,0.701167,0.686073,0.632787,0.624153,0.636641,0.635416,0.615129,0.598608,0.549195,0.516334,0.484751,0.445124,0.425251,0.410134,0.380623,0.367869,0.356309,0.358600,0.348544,0.341458,0.340081,0.338609,0.336523,0.334411,0.336356,0.337102,0.336177,0.336226,0.339061,0.339981,0.341324,0.337359,0.209095
0.560398,0.581005,0.511190,0.485890,0.589770,0.640253,0.659671,0.721441,0.719495,0.654267,0.651085,0.665397,0.670197,0.645603,0.621019,0.562847,0.526315,0.495901,0.456092,0.437604,0.422332,0.390999,0.377058,0.365424,0.366643,0.356211,0.348961,0.348915,0.347817,0.345154,0.343627,0.345850,0.346632,0.345317,0.345087,0.348814,0.351846,0.353000,0.350760,0.221914
0.609818,0.609492,0.536864,0.508747,0.613922,0.664384,0.684543,0.747437,0.750934,0.684324,0.681015,0.699197,0.706731,0.682948,0.661257,0.596282,0.557803,0.527172,0.486016,0.468683,0.453494,0.419801,0.404661,0.392287,0.392858,0.381754,0.373916,0.372914,0.371371,0.368022,0.366319,0.368172,0.368556,0.366805,0.366299,0.369848,0.372561,0.373750,0.371744,0.238974
0.525423,0.556709,0.474293,0.438808,0.630541,0.676444,0.702386,0.742008,0.746993,0.743839,0.757412,0.766329,0.772397,0.773480,0.736672,0.711037,0.668026,0.639076,0.598404,0.561355,0.541015,0.491800,0.475533,0.460692,0.466740,0.460792,0.454202,0.458265,0.459646,0.460713,0.459054,0.464473,0.465378,0.464058,0.465746,0.467965,0.469288,0.470125,0.460270,0.288320
0.538180,0.568847,0.481573,0.441905,0.633027,0.676813,0.702203,0.741527,0.748595,0.749124,0.764428,0.771515,0.777939,0.777823,0.743013,0.709953,0.669222,0.644099,0.608663,0.572598,0.552754,0.504524,0.488436,0.473615,0.477055,0.470068,0.463519,0.467126,0.467928,0.468402,0.466727,0.471255,0.471425,0.469107,0.469846,0.471680,0.472560,0.472966,0.462950,0.293200
0.583535,0.585398,0.504888,0.472840,0.631702,0.676099,0.700756,0.753423,0.764127,0.739557,0.750985,0.762142,0.775000,0.765680,0.734058,0.684792,0.645516,0.620149,0.585171,0.556820,0.538053,0.495404,0.478916,0.464312,0.465073,0.455914,0.448821,0.451193,0.451020,0.449419,0.447804,0.451115,0.450783,0.448303,0.448342,0.450718,0.452605,0.453201,0.446616,0.282181
0.596168,0.601012,0.519401,0.486488,0.643354,0.688895,0.711239,0.763002,0.771892,0.745209,0.751333,0.768185,0.782285,0.773023,0.746166,0.698701,0.661505,0.636282,0.599371,0.571675,0.553039,0.510494,0.493383,0.478461,0.479767,0.469722,0.462117,0.463219,0.462472,0.460415,0.458565,0.461582,0.461040,0.458598,0.458286,0.460839,0.462031,0.462661,0.456504,0.289605
0.596664,0.583589,0.507420,0.480133,0.614260,0.661157,0.686426,0.747028,0.762491,0.721594,0.727663,0.745044,0.759820,0.744832,0.723030,0.661288,0.624079,0.598930,0.562154,0.537236,0.519233,0.479855,0.462266,0.447102,0.446579,0.435916,0.428657,0.429327,0.428120,0.424950,0.423310,0.425592,0.425180,0.422288,0.421360,0.424302,0.426620,0.427796,0.424943,0.274761
0.529586,0.520621,0.450206,0.424180,0.564030,0.603861,0.626696,0.681811,0.694240,0.671347,0.685687,0.702740,0.717631,0.711166,0.689680,0.647805,0.618987,0.598869,0.570567,0.542834,0.524177,0.484301,0.463613,0.446541,0.444431,0.434325,0.425959,0.426651,0.424834,0.422159,0.420222,0.421945,0.421073,0.417875,0.417003,0.419105,0.420235,0.421272,0.417568,0.271723
