0.461407,0.509256,0.547682,0.511254,0.529893,0.534879,0.522380,0.491352,0.486840,0.476093,0.452675,0.438035,0.430514,0.411406,0.396334,0.410907,0.433024,0.402661,0.383611,0.379724,0.380672,0.345283,0.356786,0.279065
0.500488,0.552829,0.607965,0.567348,0.589867,0.587112,0.576821,0.547033,0.543735,0.531578,0.506126,0.487027,0.479318,0.454977,0.437683,0.456569,0.477101,0.448492,0.428032,0.427066,0.426165,0.384106,0.398338,0.319549
0.470974,0.536728,0.603576,0.574580,0.605859,0.601758,0.594878,0.569457,0.561357,0.550568,0.522168,0.501200,0.494511,0.468590,0.452685,0.474202,0.493446,0.473476,0.455710,0.456599,0.454816,0.412288,0.427030,0.359910
0.432531,0.556971,0.634758,0.613065,0.640495,0.631156,0.637829,0.610664,0.612600,0.600296,0.584645,0.561597,0.549280,0.515708,0.496778,0.514001,0.533084,0.500285,0.482218,0.476290,0.472804,0.434532,0.447392,0.371526
0.439408,0.590305,0.677084,0.658301,0.690266,0.679049,0.690320,0.660727,0.665240,0.648579,0.635371,0.608905,0.600354,0.562528,0.547354,0.556604,0.577341,0.535360,0.518837,0.508008,0.504699,0.467399,0.480932,0.392502
0.443252,0.644248,0.751684,0.725175,0.760927,0.741850,0.751840,0.719811,0.733014,0.700244,0.689643,0.652189,0.654804,0.609086,0.605240,0.604059,0.630412,0.575567,0.559310,0.541495,0.537620,0.500625,0.515868,0.409176
0.428216,0.637390,0.741864,0.716678,0.746850,0.721565,0.728614,0.696289,0.712357,0.682554,0.676975,0.643281,0.646508,0.600146,0.596838,0.593520,0.617687,0.563357,0.551018,0.532202,0.528127,0.492596,0.505539,0.402964
0.424212,0.614317,0.682784,0.657212,0.681999,0.656719,0.658505,0.628466,0.638926,0.622222,0.617275,0.594748,0.595007,0.555928,0.549929,0.549354,0.570067,0.522205,0.516198,0.499810,0.497357,0.461379,0.471712,0.376828
0.442634,0.629906,0.681125,0.659633,0.682697,0.653759,0.651001,0.619497,0.628488,0.618283,0.615142,0.598567,0.603445,0.566560,0.564704,0.559088,0.579499,0.529219,0.529537,0.512559,0.513579,0.475916,0.488096,0.389528
0.448052,0.648650,0.706173,0.687605,0.711330,0.679992,0.677785,0.645721,0.657401,0.642862,0.641788,0.621808,0.631474,0.591211,0.593889,0.583658,0.605914,0.550707,0.552522,0.533264,0.534504,0.497260,0.510827,0.406234
0.434942,0.636373,0.691927,0.678275,0.702684,0.670242,0.668776,0.637641,0.651657,0.637012,0.639680,0.618787,0.630388,0.588908,0.593563,0.581282,0.602578,0.546934,0.549417,0.529777,0.531111,0.495611,0.511400,0.409561
0.445109,0.628577,0.690933,0.669037,0.696467,0.670785,0.669113,0.638334,0.655564,0.643013,0.643309,0.625326,0.637577,0.597870,0.601717,0.585561,0.607652,0.549718,0.550835,0.531133,0.533652,0.498601,0.515640,0.404471
0.418069,0.601731,0.666458,0.644210,0.670107,0.646562,0.647532,0.620316,0.638032,0.630993,0.631864,0.616823,0.630454,0.593279,0.597595,0.578710,0.598816,0.544532,0.545620,0.525904,0.529031,0.492955,0.510358,0.397585
0.414587,0.621349,0.704514,0.687360,0.719512,0.698148,0.709425,0.686898,0.709617,0.694416,0.695266,0.668288,0.685991,0.642316,0.649396,0.623806,0.643038,0.587101,0.580770,0.559192,0.559864,0.528727,0.544630,0.429145
0.393682,0.629517,0.723109,0.719688,0.757291,0.740358,0.763223,0.746777,0.768303,0.742599,0.741802,0.704602,0.726786,0.680334,0.693086,0.661134,0.681194,0.618582,0.604225,0.575387,0.574075,0.546769,0.563582,0.439487
0.386220,0.620854,0.724439,0.733437,0.776202,0.760616,0.792284,0.781216,0.808541,0.790761,0.794290,0.755435,0.772784,0.724302,0.731005,0.702109,0.717861,0.657777,0.634135,0.604794,0.600695,0.573929,0.588124,0.467068
0.378976,0.607036,0.713122,0.723122,0.766303,0.754173,0.785286,0.778091,0.806222,0.792383,0.796642,0.758983,0.777233,0.731834,0.737349,0.708037,0.721745,0.662876,0.634350,0.603395,0.599337,0.573239,0.586969,0.462794
0.370320,0.601965,0.708919,0.722025,0.765758,0.754684,0.790333,0.785418,0.814537,0.803625,0.808487,0.772740,0.791407,0.748031,0.752264,0.722896,0.735445,0.675316,0.646271,0.614371,0.610548,0.583100,0.597452,0.469282
0.349849,0.575056,0.683712,0.704377,0.745349,0.741649,0.776356,0.774645,0.808206,0.806777,0.814143,0.782048,0.798372,0.757314,0.754286,0.728537,0.738292,0.679830,0.646352,0.614499,0.609144,0.586826,0.596335,0.466930
0.358780,0.589308,0.692625,0.711520,0.754451,0.747757,0.785966,0.783947,0.815071,0.814901,0.824699,0.796767,0.812094,0.771995,0.769040,0.744853,0.755447,0.694695,0.663249,0.631542,0.625280,0.597823,0.608113,0.475263
0.338328,0.562216,0.668406,0.688048,0.730159,0.729809,0.768643,0.770073,0.804217,0.807788,0.819732,0.791202,0.806547,0.768622,0.762537,0.740160,0.749529,0.689912,0.654948,0.623170,0.615788,0.591859,0.598130,0.464127
