0.468471,0.463553,0.516257,0.449245,0.178269,0.219096,0.168438,0.145163,0.104499,0.078970,0.082989,0.133141,0.146869,0.213905,0.300646,0.426405,0.445674,0.431500,0.414512,0.416378,0.413236,0.407936,0.399247,0.396153,0.378328,0.345247
0.612417,0.494040,0.667453,0.651935,0.407063,0.341967,0.373415,0.335133,0.242638,0.165316,0.198333,0.231048,0.218056,0.312615,0.363255,0.473298,0.522860,0.543819,0.528752,0.522462,0.527876,0.523363,0.525548,0.523974,0.508379,0.472867
0.710513,0.528452,0.793971,0.798405,0.677860,0.423449,0.569112,0.535383,0.407854,0.239611,0.315305,0.308246,0.244210,0.332876,0.378676,0.477576,0.519698,0.550009,0.533899,0.509463,0.516534,0.513414,0.523046,0.518331,0.516273,0.477112
0.673895,0.461617,0.745350,0.768719,0.659961,0.470394,0.597730,0.532698,0.418718,0.255846,0.331832,0.335153,0.270280,0.374602,0.399751,0.485302,0.542288,0.574064,0.559805,0.536836,0.546531,0.540755,0.548292,0.543949,0.538188,0.505194
0.630363,0.423530,0.683006,0.726129,0.633601,0.505083,0.605132,0.525375,0.428325,0.295156,0.366509,0.372883,0.302917,0.396110,0.413389,0.468991,0.518171,0.541466,0.527784,0.502943,0.513281,0.505707,0.514949,0.512945,0.512549,0.483851
0.591444,0.403587,0.641177,0.703873,0.625713,0.513374,0.600571,0.506125,0.433303,0.311670,0.382192,0.380081,0.315957,0.414707,0.439446,0.477839,0.519250,0.535344,0.527282,0.499117,0.508449,0.500138,0.510315,0.509881,0.515417,0.489693
0.572090,0.398191,0.615472,0.681397,0.603147,0.498074,0.590445,0.503871,0.447744,0.328302,0.400359,0.396687,0.334230,0.433402,0.466998,0.491617,0.525240,0.537059,0.529226,0.501326,0.510080,0.502028,0.513115,0.512592,0.517288,0.488743
0.548092,0.383947,0.584906,0.651737,0.580621,0.497427,0.561876,0.486075,0.445750,0.331002,0.407137,0.403524,0.343304,0.441791,0.470432,0.486568,0.518181,0.530446,0.519576,0.492285,0.501211,0.492087,0.503038,0.503193,0.508157,0.479492
0.517012,0.380478,0.566558,0.634537,0.566829,0.453005,0.529361,0.468057,0.434533,0.330517,0.404432,0.408354,0.360810,0.472610,0.501472,0.524263,0.558781,0.574266,0.563006,0.533943,0.543761,0.534078,0.543886,0.542752,0.546280,0.513207
0.492847,0.360302,0.543625,0.605930,0.555342,0.422773,0.527564,0.461654,0.430787,0.328233,0.408846,0.406299,0.360271,0.463985,0.494376,0.516576,0.547645,0.566753,0.557975,0.529346,0.537960,0.528514,0.538696,0.537138,0.540954,0.513053
0.447159,0.348045,0.501544,0.567547,0.504665,0.386764,0.468850,0.413667,0.389016,0.314358,0.375925,0.384493,0.354479,0.463896,0.501970,0.524790,0.549957,0.566807,0.560052,0.534021,0.540512,0.530864,0.538262,0.536054,0.538712,0.511830
0.445332,0.346601,0.499522,0.570966,0.522318,0.379394,0.489331,0.431207,0.405156,0.331410,0.397828,0.390400,0.349336,0.452029,0.490303,0.511679,0.535467,0.554240,0.548088,0.520549,0.526534,0.517499,0.525664,0.522458,0.526085,0.500222
0.441288,0.335729,0.489765,0.565968,0.539496,0.401119,0.525194,0.462954,0.442834,0.356635,0.436044,0.412580,0.359559,0.445060,0.477089,0.491123,0.514775,0.531024,0.526465,0.497532,0.504493,0.494758,0.504668,0.501216,0.508230,0.485595
0.418966,0.326911,0.476595,0.559827,0.525266,0.369390,0.499643,0.444298,0.428783,0.364628,0.433984,0.405811,0.358839,0.457095,0.492404,0.512859,0.538589,0.553870,0.550281,0.521236,0.527532,0.516980,0.525553,0.521292,0.526852,0.502270
0.420395,0.331260,0.480007,0.571157,0.521118,0.364822,0.499198,0.443904,0.416003,0.371287,0.429448,0.397526,0.350728,0.454555,0.492214,0.514288,0.541599,0.555493,0.552155,0.522227,0.528501,0.517548,0.526197,0.521170,0.526128,0.502345
0.395333,0.315830,0.450701,0.543231,0.484490,0.357959,0.491844,0.413869,0.399580,0.365779,0.424718,0.392707,0.347233,0.453060,0.488105,0.507612,0.536304,0.546832,0.545458,0.515921,0.521826,0.509426,0.517335,0.512846,0.516569,0.496069
0.392178,0.316257,0.448082,0.534729,0.480178,0.351383,0.488083,0.406814,0.388252,0.355080,0.408240,0.382464,0.339943,0.447560,0.488606,0.512209,0.539320,0.549301,0.548726,0.520230,0.524432,0.512704,0.519887,0.514509,0.516294,0.497126
0.369547,0.315574,0.424676,0.508450,0.444645,0.334535,0.444625,0.375266,0.362593,0.334759,0.378176,0.356145,0.319928,0.425157,0.472634,0.495320,0.516468,0.524080,0.524110,0.498860,0.501077,0.490527,0.496443,0.490677,0.490549,0.471783
0.330737,0.298497,0.379602,0.460506,0.389261,0.299765,0.394233,0.330123,0.324473,0.309395,0.345152,0.327258,0.298942,0.401773,0.457578,0.478618,0.491696,0.496247,0.498042,0.476262,0.476280,0.466437,0.471161,0.465516,0.462482,0.443332
0.318120,0.271245,0.355086,0.436316,0.379896,0.312458,0.393018,0.321349,0.316698,0.293786,0.336139,0.322261,0.289173,0.379451,0.426928,0.440734,0.453957,0.459638,0.460605,0.438927,0.439828,0.430660,0.435871,0.430252,0.427440,0.410590
0.288387,0.257320,0.324846,0.395841,0.341128,0.294700,0.351981,0.286248,0.279670,0.260081,0.296249,0.290850,0.262938,0.347435,0.398609,0.413723,0.421066,0.424151,0.426390,0.407466,0.406633,0.398729,0.403342,0.398801,0.395097,0.379798
0.293943,0.254154,0.329008,0.392512,0.350802,0.293429,0.353946,0.292357,0.281313,0.250403,0.291052,0.283073,0.250525,0.328775,0.377199,0.393813,0.399839,0.404757,0.406349,0.388128,0.387154,0.380232,0.385565,0.381607,0.378210,0.362924
0.283555,0.248545,0.316881,0.377096,0.335609,0.275034,0.337171,0.277443,0.267800,0.240069,0.277021,0.270290,0.242168,0.320391,0.369197,0.385942,0.391193,0.395745,0.397601,0.379889,0.378858,0.372350,0.377629,0.373737,0.370564,0.355436
0.273051,0.246143,0.303443,0.361628,0.316743,0.259311,0.313071,0.261465,0.257987,0.229675,0.264315,0.257282,0.232609,0.309253,0.359094,0.378462,0.381974,0.387013,0.388483,0.372615,0.371106,0.365005,0.370514,0.366830,0.362572,0.346426
0.249088,0.233098,0.276347,0.331228,0.283356,0.241141,0.281769,0.232589,0.231562,0.211613,0.240206,0.237386,0.217691,0.290895,0.338519,0.356439,0.358122,0.361939,0.363616,0.349534,0.347525,0.341818,0.346734,0.343836,0.339331,0.324122
0.241036,0.229213,0.265271,0.319072,0.268684,0.239614,0.272971,0.219794,0.220401,0.203463,0.230992,0.232293,0.214227,0.286762,0.334603,0.351575,0.352463,0.355299,0.357435,0.344029,0.341865,0.336384,0.341360,0.338644,0.333856,0.319439
0.220100,0.216687,0.241985,0.291358,0.243558,0.223463,0.254042,0.201634,0.202174,0.190278,0.213975,0.216966,0.203262,0.271419,0.318214,0.331920,0.330402,0.331477,0.334116,0.321291,0.318834,0.313443,0.318167,0.315883,0.311591,0.297963
0.198485,0.202998,0.218662,0.266684,0.214720,0.211353,0.229211,0.174612,0.179027,0.176522,0.194332,0.202421,0.194076,0.260001,0.305638,0.317151,0.315132,0.314440,0.317623,0.306160,0.303349,0.298011,0.302028,0.300288,0.296005,0.283619
0.195583,0.195903,0.212303,0.255409,0.198562,0.210834,0.218125,0.162557,0.166694,0.165231,0.181186,0.195937,0.189143,0.254676,0.299201,0.309243,0.308028,0.307188,0.309909,0.299791,0.297360,0.292002,0.295869,0.294929,0.290390,0.277263
0.185488,0.187572,0.201099,0.242045,0.185039,0.197097,0.204970,0.152127,0.157610,0.158430,0.172506,0.186955,0.181082,0.244987,0.287912,0.296454,0.295170,0.294499,0.297046,0.287542,0.285385,0.280073,0.284081,0.283476,0.279346,0.265878
0.183254,0.184742,0.199909,0.242621,0.190361,0.198763,0.206998,0.155357,0.162251,0.161142,0.177218,0.189027,0.180524,0.243893,0.284483,0.291481,0.290491,0.289932,0.292486,0.282837,0.280640,0.275403,0.279603,0.279564,0.276067,0.261986
0.161002,0.162005,0.172872,0.210410,0.161490,0.177141,0.175597,0.131241,0.140851,0.137555,0.152482,0.167460,0.159735,0.218673,0.251685,0.256516,0.255954,0.256011,0.257523,0.248700,0.247446,0.242217,0.246018,0.246909,0.244532,0.231717
