1.000000,0.908880,0.906678,0.876150,0.849504,0.817354,0.809336,0.749530,0.716349,0.700536,0.681173,0.664011,0.663279,0.652380,0.649318,0.623750,0.624733,0.608934,0.593257,0.602049,0.593117,0.561132,0.518503,0.508961,0.499374,0.496362,0.481591,0.458031
0.908880,1.000000,0.983911,0.923413,0.891390,0.857000,0.864771,0.788746,0.755285,0.738388,0.719570,0.700937,0.697592,0.685403,0.684216,0.656955,0.659732,0.642916,0.625576,0.629950,0.614694,0.587856,0.539449,0.525883,0.512926,0.507742,0.495063,0.468937
0.906678,0.983911,1.000000,0.955479,0.925560,0.896689,0.896824,0.824655,0.792314,0.772756,0.753038,0.733687,0.730216,0.717048,0.713388,0.686354,0.688360,0.672203,0.655984,0.660177,0.645930,0.617558,0.567025,0.553167,0.539792,0.534294,0.519424,0.491449
0.876150,0.923413,0.955479,1.000000,0.977959,0.946411,0.938319,0.879190,0.855440,0.832687,0.814745,0.797618,0.794077,0.775774,0.766135,0.744448,0.740903,0.725202,0.710050,0.710746,0.699781,0.671694,0.618820,0.597878,0.582608,0.574318,0.553583,0.523463
0.849504,0.891390,0.925560,0.977959,1.000000,0.969624,0.960749,0.908687,0.885827,0.864035,0.847806,0.831925,0.828849,0.810297,0.799129,0.783199,0.777109,0.762572,0.747926,0.743297,0.734327,0.706443,0.653253,0.628163,0.610602,0.600857,0.577887,0.544337
0.817354,0.857000,0.896689,0.946411,0.969624,1.000000,0.980702,0.935626,0.912224,0.886688,0.866456,0.848798,0.842838,0.825792,0.814676,0.796389,0.792244,0.777603,0.761981,0.754632,0.743013,0.708412,0.654445,0.627947,0.609375,0.598476,0.574891,0.540700
0.809336,0.864771,0.896824,0.938319,0.960749,0.980702,1.000000,0.955518,0.934377,0.915601,0.899978,0.885608,0.881502,0.865654,0.853157,0.837665,0.829749,0.814368,0.797713,0.788706,0.776399,0.739776,0.684591,0.654168,0.634245,0.621676,0.596089,0.560089
0.749530,0.788746,0.824655,0.879190,0.908687,0.935626,0.955518,1.000000,0.983192,0.964093,0.943087,0.922439,0.913856,0.896228,0.885069,0.871127,0.862850,0.850018,0.834047,0.823457,0.811971,0.765414,0.712208,0.678862,0.658664,0.644825,0.619008,0.583135
0.716349,0.755285,0.792314,0.855440,0.885827,0.912224,0.934377,0.983192,1.000000,0.980405,0.963510,0.945812,0.938066,0.919345,0.905783,0.895293,0.885418,0.875076,0.860270,0.843501,0.833003,0.784915,0.729750,0.691187,0.669498,0.653859,0.625724,0.587917
0.700536,0.738388,0.772756,0.832687,0.864035,0.886688,0.915601,0.964093,0.980405,1.000000,0.983676,0.961702,0.952271,0.936082,0.924642,0.910054,0.900379,0.889919,0.874083,0.859263,0.849586,0.798004,0.745486,0.707402,0.685639,0.670457,0.642244,0.605170
0.681173,0.719570,0.753038,0.814745,0.847806,0.866456,0.899978,0.943087,0.963510,0.983676,1.000000,0.985327,0.977408,0.965369,0.953740,0.943102,0.931358,0.921590,0.906541,0.886970,0.875940,0.822067,0.768087,0.730858,0.708512,0.692090,0.662189,0.621886
0.664011,0.700937,0.733687,0.797618,0.831925,0.848798,0.885608,0.922439,0.945812,0.961702,0.985327,1.000000,0.990366,0.976245,0.959862,0.956632,0.941906,0.932225,0.919256,0.893764,0.881731,0.826567,0.770660,0.729722,0.707192,0.690140,0.658672,0.615137
0.663279,0.697592,0.730216,0.794077,0.828849,0.842838,0.881502,0.913856,0.938066,0.952271,0.977408,0.990366,1.000000,0.986395,0.969316,0.969336,0.951299,0.941216,0.926946,0.900579,0.891630,0.840581,0.786652,0.746934,0.725199,0.708003,0.675149,0.631752
0.652380,0.685403,0.717048,0.775774,0.810297,0.825792,0.865654,0.896228,0.919345,0.936082,0.965369,0.976245,0.986395,1.000000,0.988415,0.983895,0.970576,0.961070,0.946112,0.922772,0.910291,0.850805,0.797470,0.760914,0.739761,0.723000,0.690498,0.646971
0.649318,0.684216,0.713388,0.766135,0.799129,0.814676,0.853157,0.885069,0.905783,0.924642,0.953740,0.959862,0.969316,0.988415,1.000000,0.987231,0.982628,0.974666,0.958704,0.942345,0.928512,0.864592,0.812897,0.780248,0.760048,0.743820,0.712680,0.670452
0.623750,0.656955,0.686354,0.744448,0.783199,0.796389,0.837665,0.871127,0.895293,0.910054,0.943102,0.956632,0.969336,0.983895,0.987231,1.000000,0.986775,0.979301,0.967447,0.942472,0.929604,0.868503,0.815868,0.780651,0.759306,0.742972,0.709807,0.665976
0.624733,0.659732,0.688360,0.740903,0.777109,0.792244,0.829749,0.862850,0.885418,0.900379,0.931358,0.941906,0.951299,0.970576,0.982628,0.986775,1.000000,0.992306,0.977435,0.960026,0.938806,0.866951,0.810642,0.776975,0.755349,0.739229,0.708047,0.662085
0.608934,0.642916,0.672203,0.725202,0.762572,0.777603,0.814368,0.850018,0.875076,0.889919,0.921590,0.932225,0.941216,0.961070,0.974666,0.979301,0.992306,1.000000,0.985562,0.968214,0.950760,0.880323,0.826961,0.793446,0.773091,0.756721,0.725005,0.679426
0.593257,0.625576,0.655984,0.710050,0.747926,0.761981,0.797713,0.834047,0.860270,0.874083,0.906541,0.919256,0.926946,0.946112,0.958704,0.967447,0.977435,0.985562,1.000000,0.979552,0.963174,0.889758,0.838671,0.805170,0.784851,0.769230,0.736796,0.690130
0.602049,0.629950,0.660177,0.710746,0.743297,0.754632,0.788706,0.823457,0.843501,0.859263,0.886970,0.893764,0.900579,0.922772,0.942345,0.942472,0.960026,0.968214,0.979552,1.000000,0.983466,0.905904,0.857326,0.827941,0.810088,0.795315,0.764363,0.719075
0.593117,0.614694,0.645930,0.699781,0.734327,0.743013,0.776399,0.811971,0.833003,0.849586,0.875940,0.881731,0.891630,0.910291,0.928512,0.929604,0.938806,0.950760,0.963174,0.983466,1.000000,0.943832,0.909158,0.881323,0.866037,0.850624,0.818368,0.776308
