0.221237,0.657043,0.712284,0.697426,0.683910,0.669652,0.654079,0.647319,0.615326,0.571395,0.548611,0.540306,0.515928,0.483888,0.470336,0.448383,0.445315,0.423949,0.412143,0.399147,0.397551,0.396671,0.398051,0.393629,0.387910,0.382579,0.387031,0.389173,0.391837,0.388482,0.381844,0.382235,0.387256,0.392269,0.392670,0.377372
0.191701,0.699584,0.776362,0.772063,0.767882,0.754992,0.733971,0.725582,0.685436,0.640617,0.598305,0.589109,0.561062,0.520147,0.503514,0.481118,0.479609,0.456650,0.443482,0.426654,0.425478,0.423774,0.424221,0.418085,0.412756,0.405252,0.408370,0.411444,0.414733,0.410825,0.403682,0.406468,0.411195,0.417644,0.418900,0.410633
0.187886,0.711669,0.800865,0.805529,0.815507,0.806167,0.783355,0.775222,0.731613,0.685963,0.629768,0.620635,0.591573,0.545714,0.526832,0.503320,0.501532,0.479180,0.464900,0.446040,0.444300,0.442234,0.442810,0.435881,0.431306,0.422686,0.425197,0.428945,0.431053,0.427543,0.420330,0.424325,0.428986,0.436618,0.438394,0.433579
0.178895,0.691105,0.788941,0.811471,0.848690,0.842017,0.834621,0.823094,0.777452,0.742693,0.662076,0.657863,0.632996,0.578270,0.553858,0.535366,0.541203,0.522454,0.510234,0.488455,0.484233,0.481683,0.486454,0.479828,0.477732,0.468386,0.468557,0.472781,0.469713,0.468243,0.462265,0.468986,0.473741,0.483402,0.488435,0.490600
0.158059,0.592933,0.675351,0.709184,0.752394,0.744489,0.767490,0.751920,0.709657,0.702319,0.613767,0.616040,0.599098,0.539904,0.510149,0.501651,0.518110,0.501464,0.492855,0.470312,0.464535,0.461406,0.470941,0.465406,0.465297,0.455633,0.453744,0.457161,0.448684,0.449437,0.443647,0.451070,0.453953,0.463201,0.468532,0.474097
0.147502,0.546785,0.613520,0.648114,0.695276,0.690983,0.730470,0.711183,0.672502,0.677451,0.588717,0.595998,0.587052,0.526495,0.493118,0.494115,0.522974,0.511605,0.504960,0.483692,0.477441,0.474421,0.489026,0.485604,0.485815,0.477228,0.474813,0.478064,0.466137,0.468199,0.462804,0.471012,0.472016,0.482150,0.488750,0.493153
0.127243,0.462956,0.510740,0.544960,0.594089,0.593953,0.649620,0.631722,0.601397,0.626804,0.547935,0.558456,0.556663,0.497537,0.462249,0.469865,0.503712,0.494046,0.492169,0.471756,0.464218,0.460727,0.476435,0.474123,0.475084,0.467366,0.463996,0.466586,0.451814,0.454349,0.449488,0.457649,0.457597,0.466712,0.472256,0.475881
0.112140,0.399907,0.441376,0.474721,0.519088,0.520261,0.582517,0.564707,0.539464,0.578042,0.498349,0.512228,0.515814,0.458908,0.424145,0.435095,0.470243,0.459266,0.458557,0.439450,0.432035,0.427264,0.441444,0.438026,0.438408,0.431552,0.426942,0.428354,0.412369,0.415447,0.411451,0.419180,0.418750,0.426313,0.431496,0.437469
0.092970,0.345989,0.386302,0.417381,0.462964,0.466595,0.529279,0.513577,0.496379,0.543833,0.475643,0.491677,0.503163,0.446226,0.411980,0.428000,0.467703,0.457760,0.456929,0.436238,0.429044,0.424232,0.438340,0.434815,0.434809,0.426353,0.421296,0.422348,0.404999,0.407918,0.403438,0.410320,0.408376,0.415208,0.419161,0.422848
0.091865,0.322065,0.356243,0.387487,0.432674,0.436015,0.498505,0.483751,0.470971,0.519447,0.458209,0.475962,0.492028,0.437916,0.404683,0.425611,0.468249,0.460772,0.463163,0.443138,0.434716,0.430233,0.445228,0.442563,0.442904,0.435148,0.429867,0.430531,0.411740,0.414769,0.410208,0.416914,0.414183,0.420821,0.424553,0.427671
0.086820,0.316994,0.356812,0.387471,0.432829,0.437315,0.496962,0.484487,0.475137,0.522860,0.468645,0.485003,0.501496,0.447317,0.416287,0.436408,0.476621,0.467796,0.469898,0.448517,0.440164,0.435717,0.448775,0.445089,0.444809,0.436248,0.431216,0.432139,0.414301,0.416885,0.411673,0.418228,0.415391,0.421569,0.424458,0.426934
0.078029,0.303056,0.342124,0.373286,0.421853,0.428000,0.487764,0.476786,0.469831,0.518574,0.463316,0.480419,0.497248,0.444016,0.415698,0.437758,0.477575,0.467454,0.469165,0.447625,0.439020,0.434082,0.445759,0.441804,0.441157,0.432544,0.426951,0.427394,0.409703,0.411957,0.406914,0.413248,0.410262,0.415761,0.418168,0.420587
0.077523,0.302605,0.336371,0.367191,0.415750,0.421192,0.479857,0.468596,0.462183,0.510021,0.459404,0.477958,0.497841,0.445541,0.417201,0.445791,0.492980,0.485888,0.489537,0.469113,0.459666,0.454610,0.467978,0.465154,0.464829,0.456730,0.450416,0.450856,0.431528,0.434109,0.429714,0.436228,0.432684,0.438681,0.441477,0.443563
0.079681,0.309246,0.341439,0.375550,0.425930,0.431515,0.487951,0.476890,0.469991,0.513351,0.459149,0.478556,0.499381,0.448377,0.420044,0.453456,0.506714,0.502818,0.507756,0.488310,0.478591,0.473850,0.489238,0.487429,0.487533,0.479276,0.472203,0.472365,0.451266,0.454049,0.450494,0.457481,0.453184,0.459363,0.462832,0.465404
0.075604,0.291720,0.314599,0.346668,0.393209,0.396131,0.452081,0.439698,0.435661,0.475805,0.431114,0.449586,0.470322,0.422230,0.393249,0.431222,0.490383,0.493487,0.502838,0.484168,0.475809,0.472133,0.492211,0.491129,0.492360,0.484796,0.478019,0.478974,0.456179,0.460648,0.457605,0.464980,0.460668,0.468872,0.474904,0.476111
0.072308,0.279981,0.294491,0.323620,0.367766,0.368847,0.424276,0.410841,0.407728,0.444510,0.408336,0.426482,0.447274,0.401640,0.373206,0.414037,0.475126,0.484871,0.495456,0.478249,0.470408,0.468895,0.493580,0.494286,0.495864,0.488971,0.482461,0.483923,0.460121,0.465186,0.462316,0.469743,0.464822,0.473863,0.480341,0.479530
