0.295644,0.405025,0.498806,0.558959,0.578621,0.546686,0.521648,0.479542,0.474627,0.483742,0.487009,0.501368,0.488187,0.455154,0.436427,0.452156
0.403777,0.527362,0.623317,0.656756,0.676685,0.650577,0.621434,0.566074,0.558937,0.560661,0.555152,0.551762,0.535741,0.495633,0.478291,0.492529
0.477031,0.610003,0.701914,0.710338,0.732278,0.698256,0.663126,0.598431,0.590377,0.590378,0.585100,0.581829,0.565499,0.522279,0.506224,0.520589
0.506754,0.640382,0.745549,0.784679,0.790666,0.763485,0.730552,0.666745,0.653577,0.652170,0.644725,0.634310,0.615055,0.573099,0.553595,0.569151
0.513612,0.650112,0.766330,0.819568,0.822838,0.785311,0.746182,0.676828,0.660751,0.656233,0.650209,0.647225,0.628926,0.589502,0.570907,0.587851
0.497899,0.636508,0.760432,0.815606,0.821481,0.781646,0.743845,0.676007,0.660137,0.655020,0.650191,0.649331,0.631566,0.594366,0.576383,0.591444
0.499873,0.639305,0.766970,0.823168,0.832336,0.789471,0.750300,0.680440,0.665042,0.660042,0.655075,0.656565,0.638286,0.600460,0.582545,0.597793
0.487738,0.626229,0.758546,0.818010,0.826071,0.785016,0.747317,0.679658,0.666789,0.664256,0.660945,0.665019,0.648608,0.611874,0.593474,0.606968
0.478320,0.617329,0.748057,0.804272,0.813439,0.775052,0.738238,0.673242,0.660783,0.659565,0.656801,0.660791,0.645046,0.609838,0.591857,0.604278
0.522917,0.662624,0.778685,0.817335,0.823098,0.785068,0.748810,0.682569,0.671548,0.672772,0.669567,0.670102,0.654122,0.619053,0.602294,0.615966
0.532272,0.679522,0.793834,0.829021,0.829566,0.792529,0.757370,0.693275,0.680339,0.681186,0.678061,0.677601,0.661821,0.629709,0.612444,0.624003
0.533981,0.683934,0.798443,0.838694,0.839501,0.803188,0.768213,0.704413,0.690545,0.690859,0.688105,0.687138,0.668655,0.635636,0.617414,0.629268
0.534750,0.686515,0.800944,0.847009,0.848468,0.815637,0.782056,0.720477,0.706571,0.706458,0.704600,0.703757,0.683880,0.651302,0.633266,0.644067
0.538158,0.686129,0.802545,0.862829,0.863241,0.829233,0.793577,0.731539,0.715993,0.713621,0.710809,0.710103,0.688101,0.654028,0.634595,0.646353
0.524887,0.669234,0.787157,0.861935,0.862025,0.834430,0.800229,0.746148,0.729359,0.725599,0.721650,0.719237,0.695703,0.663516,0.644241,0.654147
0.508090,0.656090,0.771905,0.853359,0.850809,0.823455,0.793582,0.744220,0.728464,0.727346,0.724430,0.722009,0.700445,0.670775,0.650975,0.662085
0.508450,0.652756,0.769077,0.858473,0.857275,0.827745,0.797098,0.746893,0.729719,0.726647,0.722282,0.720813,0.698842,0.666936,0.646950,0.659578
0.499057,0.641313,0.760159,0.857967,0.858427,0.830102,0.800268,0.752704,0.734608,0.729964,0.724025,0.721789,0.699446,0.667052,0.646866,0.659285
0.494121,0.634210,0.754162,0.854712,0.858152,0.828839,0.798310,0.750484,0.731791,0.725824,0.719158,0.717314,0.694371,0.660708,0.640720,0.652846
0.485935,0.624211,0.745826,0.852933,0.858108,0.830023,0.799430,0.753235,0.732944,0.724968,0.716820,0.713382,0.688894,0.654350,0.633936,0.645601
0.480433,0.618138,0.740253,0.850600,0.857722,0.833063,0.804139,0.761719,0.740912,0.732598,0.722906,0.716914,0.690041,0.655235,0.634410,0.645339
0.476203,0.611573,0.733203,0.843962,0.854925,0.841588,0.816951,0.782780,0.761509,0.752089,0.738076,0.721935,0.689949,0.654236,0.632591,0.640327
0.466408,0.603924,0.728085,0.833748,0.843939,0.829629,0.804820,0.771766,0.750419,0.743192,0.730263,0.715942,0.683673,0.649219,0.627632,0.635651
0.448338,0.589331,0.714610,0.807126,0.814966,0.799346,0.776753,0.746892,0.728647,0.727153,0.717216,0.706772,0.678230,0.647128,0.626621,0.635304
0.428934,0.570985,0.692890,0.780246,0.790889,0.780246,0.761538,0.736882,0.721600,0.725332,0.717441,0.708725,0.680730,0.651122,0.631148,0.639778
0.416209,0.558424,0.680234,0.762993,0.773696,0.760814,0.743032,0.718206,0.704188,0.709712,0.703568,0.697683,0.671145,0.642543,0.623306,0.632591
0.421568,0.563286,0.676175,0.730374,0.735024,0.715917,0.696493,0.667739,0.656241,0.664052,0.659813,0.658216,0.637034,0.612999,0.596460,0.605472
0.415516,0.556841,0.668473,0.721336,0.727035,0.707208,0.687932,0.659801,0.648516,0.656966,0.652880,0.652389,0.632125,0.608843,0.592753,0.601357
0.411339,0.552131,0.665977,0.714877,0.719099,0.696276,0.677845,0.646889,0.638001,0.648811,0.647050,0.650694,0.632984,0.610639,0.595662,0.605628
0.382308,0.512207,0.630385,0.711721,0.713106,0.689160,0.672232,0.644428,0.630529,0.634701,0.632313,0.635938,0.617524,0.593833,0.576712,0.588586
0.373764,0.498610,0.617996,0.707681,0.708170,0.684184,0.666903,0.639405,0.624185,0.625806,0.621928,0.625045,0.606928,0.581974,0.564497,0.576441
0.377596,0.504201,0.626221,0.711960,0.712780,0.687459,0.670014,0.641551,0.627570,0.629924,0.626433,0.630535,0.613084,0.588734,0.572147,0.584057
0.378750,0.508080,0.631488,0.708858,0.708614,0.683827,0.668179,0.639287,0.628066,0.634073,0.632268,0.637354,0.621921,0.598377,0.582268,0.593566
0.374086,0.505274,0.627213,0.697754,0.697918,0.673781,0.659496,0.630560,0.621748,0.630924,0.630644,0.637498,0.624263,0.601413,0.586045,0.597680
0.367223,0.497887,0.617512,0.684479,0.684273,0.661321,0.647008,0.617835,0.610236,0.620859,0.621290,0.629225,0.617214,0.595168,0.580598,0.591635
